like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,chain
-16.89,0.37,0.4634,0.4504,0.02734,28.47,1.244,0.02553,2e-07,0.002142,0.2524,2.31,3.0
-16.64,0.322,0.336,0.4236,0.008125,28.88,0.2015,0.00047,0.0,0.002583,0.884,8.86,4.0
-16.8,0.3647,0.1394,0.4795,0.0001396,27.78,0.0003235,0.0,0.0,0.0,0.03506,11.266,0.0
-16.27,0.3062,0.2588,0.4678,0.003633,12.66,0.001242,0.0,3e-07,0.09393,10.42,11.8,1.0
-6.69,0.3076,0.3357,0.449,0.02599,17.42,0.02502,1.2e-05,1.3e-06,0.04413,3.123,6.465,2.0
-19.8,0.4111,0.4065,0.4717,0.01319,34.7,1.874,0.04196,0.0,0.0001752,0.0742,1.705,3.0
-10.38,0.3188,0.5845,0.4333,0.02213,22.4,0.793,0.01588,0.0001558,0.10565,2.068,5.355,4.0
-11.15,0.3494,0.3015,0.4915,0.01595,21.33,0.03014,1.234e-05,6e-08,0.00949,2.182,9.81,0.0
-20.56,0.3733,0.1873,0.4678,0.003633,37.34,0.02046,1.4e-06,0.0,2e-07,0.02261,4.605,1.0
-13.086,0.3076,0.641,0.496,0.01709,13.91,0.1498,0.0009723,0.02417,2.133,7.45,4.117,2.0
-9.09,0.3303,0.3345,0.4636,0.02974,20.45,0.05115,4.256e-05,2e-07,0.01209,1.549,5.73,3.0
-16.94,0.3606,0.5845,0.4375,0.003237,29.47,2.564,0.1263,1.09e-05,0.01814,0.8735,5.562,4.0
-10.82,0.3381,0.5444,0.4622,0.01595,23.19,0.654,0.009895,9.4e-05,0.103,2.51,6.957,0.0
-18.78,0.3618,0.4373,0.4377,0.003975,33.0,1.459,0.0287,1e-07,0.00203,0.3826,4.797,1.0
-14.2,0.3608,0.6875,0.449,0.01709,25.08,2.424,0.1476,0.00011265,0.04922,1.061,4.1,2.0
-23.95,0.3845,0.1159,0.4524,0.01663,48.78,0.002306,0.0,0.0,0.0,3.2e-06,0.1282,3.0
-17.34,0.3389,0.4941,0.4128,0.01203,29.95,1.653,0.04535,8.3e-07,0.00524,0.484,4.074,4.0
-12.74,0.3496,0.5444,0.4622,0.02356,23.95,0.858,0.01651,3.11e-05,0.04333,1.34,4.723,0.0
-21.4,0.3752,0.3145,0.4377,0.003975,39.5,0.893,0.00619,0.0,1.836e-05,0.0418,2.191,1.0
-7.453,0.3076,0.3345,0.449,0.01709,18.2,0.02666,1.3e-05,1.43e-06,0.05405,4.07,8.84,2.0
-15.125,0.3303,0.382,0.4294,0.02974,26.2,0.3252,0.001566,6e-08,0.002878,0.4888,3.734,3.0
-2.094,0.3079,0.498,0.4553,0.01619,18.55,0.1754,0.00083,0.0003664,0.3523,5.273,7.336,4.0
-10.13,0.3193,0.682,0.455,0.004547,21.44,0.894,0.02336,0.00294,0.5923,5.74,9.84,0.0
-18.78,0.3618,0.4373,0.4377,0.003975,33.0,1.459,0.0287,1e-07,0.00203,0.3826,4.797,1.0
-13.52,0.3567,0.6875,0.449,0.02837,23.39,2.0,0.10785,0.00011677,0.04517,0.861,2.947,2.0
-9.0,0.33,0.3345,0.4636,0.02939,20.42,0.0507,4.18e-05,2e-07,0.01246,1.583,5.81,3.0
1.872,0.3079,0.671,0.4553,0.01619,18.53,0.5215,0.0091,0.00468,0.7305,5.21,6.395,4.0
-10.98,0.303,0.3818,0.4468,0.00864,18.72,0.05276,5.77e-05,1.794e-05,0.16,6.227,10.87,0.0
-17.2,0.3506,0.4258,0.4377,0.01562,29.8,0.867,0.010956,1e-07,0.002985,0.4587,4.367,1.0
-4.55,0.3186,0.6987,0.4487,0.01709,20.56,0.939,0.02727,0.002115,0.384,3.605,6.242,2.0
-11.305,0.3062,0.5547,0.473,0.02939,14.96,0.1295,0.0006113,0.00255,0.7085,4.695,3.691,3.0
-10.016,0.3079,0.671,0.4553,0.004505,19.66,0.5864,0.01085,0.005913,0.9785,7.402,9.625,4.0
-15.35,0.3193,0.262,0.4727,0.004547,16.03,0.003466,2e-07,6e-08,0.03108,6.48,14.55,0.0
-15.06,0.339,0.4314,0.4377,0.02782,26.17,0.5483,0.005047,5e-07,0.00586,0.584,3.732,1.0
-11.12,0.3076,0.6875,0.449,0.002455,20.48,0.739,0.01678,0.005512,0.8984,7.223,10.43,2.0
-7.01,0.33,0.5737,0.4636,0.01778,21.33,0.5576,0.00815,0.0003376,0.2014,3.254,6.7,3.0
-10.06,0.3013,0.638,0.448,0.005062,19.34,0.4663,0.00676,0.00464,0.9497,7.594,9.53,4.0
-12.17,0.3071,0.5166,0.4697,0.005238,17.34,0.1393,0.0005765,0.001735,0.946,9.32,9.3,0.0
-14.42,0.3394,0.4314,0.4438,0.02695,25.5,0.4714,0.00383,8e-07,0.008484,0.746,4.21,1.0
-1.992,0.312,0.4688,0.4597,0.01709,18.58,0.1393,0.0004964,0.000175,0.2695,4.98,7.367,2.0
-6.9,0.33,0.5737,0.4636,0.02112,20.97,0.5396,0.00775,0.0003157,0.1853,2.943,5.957,3.0
-3.16,0.3267,0.575,0.4675,0.0196,20.14,0.4463,0.005535,0.0005465,0.2708,3.66,6.332,4.0
-13.59,0.3193,0.583,0.455,0.000256,22.39,0.5913,0.00883,0.00082,0.4263,6.332,12.375,0.0
-10.99,0.3208,0.5127,0.4368,0.0228,22.84,0.5293,0.00628,3.666e-05,0.0625,1.869,5.56,1.0
-9.27,0.3076,0.6875,0.418,0.01709,22.11,1.24,0.04385,0.0008345,0.2117,2.648,5.945,2.0
-9.48,0.3147,0.5737,0.4856,0.02112,15.79,0.1677,0.000996,0.003706,0.899,5.9,4.934,3.0
1.872,0.3079,0.671,0.4553,0.01619,18.53,0.5215,0.0091,0.00468,0.7305,5.21,6.395,4.0
-10.58,0.3083,0.684,0.4705,0.005306,17.94,0.438,0.00672,0.01331,1.53,8.54,8.484,0.0
-4.184,0.302,0.594,0.4297,0.01868,20.47,0.533,0.00795,0.000649,0.2764,3.605,6.434,1.0
-10.98,0.3105,0.6196,0.4548,0.00379,20.36,0.5117,0.007584,0.002596,0.7227,7.12,10.42,2.0
-6.9,0.33,0.5737,0.4636,0.02112,20.97,0.5396,0.00775,0.0003157,0.1853,2.943,5.957,3.0
1.394,0.3032,0.5923,0.439,0.01752,19.64,0.4363,0.005535,0.001019,0.3818,4.332,6.676,4.0
-6.887,0.3271,0.603,0.4775,0.00946,19.98,0.457,0.006046,0.00171,0.5586,5.875,8.695,0.0
1.243,0.302,0.594,0.4373,0.01761,19.67,0.4436,0.005733,0.001031,0.3804,4.3,6.645,1.0
0.6235,0.3118,0.6445,0.449,0.01709,19.81,0.6064,0.01123,0.00184,0.44,4.234,6.52,2.0
-10.36,0.33,0.5737,0.4636,0.0083,22.36,0.6133,0.00939,0.000408,0.2554,4.324,9.336,3.0
-8.86,0.333,0.679,0.4553,0.01619,22.03,1.157,0.03802,0.0008745,0.2291,2.854,6.25,4.0
-9.45,0.3083,0.698,0.4653,0.00606,18.4,0.5234,0.00947,0.011894,1.347,7.88,8.51,0.0
-9.8,0.3167,0.676,0.4302,0.013466,22.64,1.243,0.04257,0.0007563,0.2169,2.908,6.793,1.0
-6.355,0.327,0.6196,0.4714,0.01035,20.53,0.57,0.00932,0.001553,0.478,5.203,8.414,2.0
-9.0,0.3088,0.567,0.4294,0.02798,20.81,0.5415,0.007805,0.0001839,0.12384,2.154,4.652,3.0
-10.48,0.3132,0.6636,0.4211,0.02306,22.08,1.187,0.03928,0.0004146,0.1355,1.955,4.758,4.0
-10.51,0.3271,0.4917,0.4636,0.00946,22.05,0.3208,0.00231,9.894e-05,0.1696,4.285,9.74,0.0
-7.246,0.3184,0.523,0.4614,0.01119,20.39,0.298,0.00227,0.0003586,0.312,5.152,8.85,1.0
-9.91,0.316,0.6953,0.4268,0.01414,22.61,1.38,0.05344,0.000851,0.2141,2.748,6.457,2.0
-12.32,0.33,0.5737,0.437,0.02913,22.92,0.916,0.02045,5.424e-05,0.04947,1.221,3.842,3.0
-8.44,0.3079,0.681,0.4553,0.0065,19.44,0.6016,0.01167,0.00634,0.96,6.96,8.914,4.0
-7.32,0.3271,0.603,0.4883,0.00946,18.75,0.3518,0.00382,0.002958,0.793,6.844,8.31,0.0
-4.9,0.302,0.484,0.4514,0.02151,17.31,0.1244,0.0004363,0.0003438,0.3503,4.914,5.965,1.0
-5.793,0.3076,0.6875,0.449,0.02539,18.27,0.5874,0.0119,0.003485,0.5063,3.63,4.67,2.0
2.607,0.33,0.5737,0.485,0.01942,18.69,0.3228,0.003115,0.001087,0.4287,4.57,6.215,3.0
-11.42,0.314,0.6187,0.4202,0.01619,23.48,1.13,0.032,0.0002128,0.1147,2.178,6.125,4.0
-8.484,0.3271,0.5093,0.4775,0.00946,20.06,0.2466,0.001545,0.000359,0.349,5.797,9.43,0.0
-11.664,0.302,0.594,0.403,0.02667,22.64,0.9463,0.02266,0.0001041,0.0712,1.491,4.27,1.0
-7.26,0.3052,0.6333,0.4426,0.00869,20.33,0.58,0.00989,0.002232,0.58,5.74,8.78,2.0
-6.664,0.3137,0.6904,0.466,0.0251,17.48,0.4954,0.008865,0.00532,0.6606,4.09,4.574,3.0
1.872,0.3079,0.671,0.4553,0.01619,18.53,0.5215,0.0091,0.00468,0.7305,5.21,6.395,4.0
-9.016,0.3271,0.5093,0.484,0.00857,19.28,0.2074,0.001137,0.0005383,0.458,6.652,9.47,0.0
-2.494,0.3018,0.6084,0.432,0.01837,20.14,0.54,0.00842,0.0009336,0.3284,3.838,6.426,1.0
-14.84,0.3223,0.6875,0.3933,0.01709,25.58,2.75,0.1862,7.28e-05,0.03534,0.8467,3.643,2.0
2.607,0.33,0.5737,0.485,0.01942,18.69,0.3228,0.003115,0.001087,0.4287,4.57,6.215,3.0
-9.34,0.333,0.586,0.498,0.007156,18.83,0.316,0.003006,0.002611,0.818,7.47,9.07,4.0
-12.1,0.3538,0.5093,0.484,0.01136,23.97,0.5547,0.00654,4.81e-05,0.088,2.75,8.42,0.0
-5.75,0.302,0.594,0.4265,0.01761,20.95,0.5835,0.0093,0.0005493,0.2502,3.49,6.656,1.0
0.257,0.3313,0.6704,0.4893,0.01862,18.36,0.5146,0.00894,0.004345,0.677,4.812,5.887,2.0
-6.344,0.3135,0.6763,0.4556,0.02658,18.39,0.579,0.01137,0.002716,0.4438,3.398,4.54,3.0
-3.83,0.3118,0.5513,0.4553,0.02472,18.56,0.2856,0.002382,0.0005727,0.302,3.707,5.32,4.0
-14.39,0.3538,0.3743,0.484,0.00857,25.16,0.1752,0.0004623,6.6e-07,0.01874,2.17,10.59,0.0
-2.482,0.3018,0.6084,0.432,0.01836,20.14,0.54,0.00842,0.000935,0.3289,3.842,6.43,1.0
-0.12274,0.3125,0.648,0.464,0.0159,18.39,0.4475,0.00661,0.00403,0.73,5.42,6.508,2.0
-12.92,0.307,0.5737,0.485,0.02954,13.77,0.1079,0.0004725,0.005886,1.053,5.094,3.143,3.0
-5.875,0.3079,0.6387,0.4666,0.01569,17.34,0.3357,0.003906,0.005863,0.962,6.164,6.207,4.0
-6.33,0.3271,0.5093,0.484,0.011795,18.97,0.2008,0.001083,0.000505,0.4224,6.04,8.46,0.0
-11.8,0.3142,0.67,0.413,0.02132,23.05,1.483,0.05917,0.0002801,0.1009,1.655,4.66,1.0
-12.44,0.3188,0.6875,0.4133,0.01709,23.81,1.805,0.0861,0.000289,0.09894,1.671,5.07,2.0
-1.684,0.3303,0.5576,0.4912,0.01942,18.02,0.2494,0.001888,0.001158,0.4873,4.992,6.133,3.0
1.872,0.3079,0.671,0.4553,0.01619,18.53,0.5215,0.0091,0.00468,0.7305,5.21,6.395,4.0
-8.28,0.3054,0.5093,0.4487,0.00953,19.61,0.2245,0.001309,0.0004385,0.3967,6.137,9.3,0.0
0.916,0.3022,0.594,0.4373,0.01761,19.7,0.4473,0.005817,0.001012,0.376,4.273,6.65,1.0
-4.402,0.305,0.641,0.4392,0.02388,19.17,0.56,0.009865,0.001526,0.3643,3.443,5.156,2.0
2.547,0.33,0.5737,0.485,0.01942,18.69,0.322,0.003101,0.001094,0.4302,4.58,6.215,3.0
1.872,0.3079,0.671,0.4553,0.01619,18.53,0.5215,0.0091,0.00468,0.7305,5.21,6.395,4.0
-7.723,0.3052,0.5264,0.4426,0.01044,20.39,0.303,0.002356,0.0004015,0.3318,5.332,9.055,0.0
-8.445,0.3,0.4583,0.432,0.012,20.75,0.1908,0.0008154,6.79e-05,0.1687,4.543,9.234,1.0
0.02815,0.331,0.6704,0.4893,0.01862,18.33,0.5107,0.00883,0.004414,0.6836,4.836,5.88,2.0
-6.164,0.332,0.6904,0.4905,0.02501,17.75,0.5273,0.009895,0.00469,0.61,3.959,4.645,3.0
-0.861,0.3267,0.575,0.4856,0.01816,18.16,0.2854,0.002508,0.0015335,0.5386,5.16,6.33,4.0
-10.07,0.3003,0.4329,0.431,0.01044,21.1,0.1572,0.0005164,3.14e-05,0.1307,4.504,10.055,0.0
-7.63,0.3005,0.4536,0.4373,0.01203,19.94,0.1539,0.000548,8.774e-05,0.2078,5.09,9.164,1.0
-7.492,0.3076,0.5156,0.4338,0.01709,21.44,0.376,0.003391,0.0001248,0.1517,3.309,7.266,2.0
0.7407,0.3254,0.4954,0.4753,0.01987,19.03,0.1985,0.001031,0.0002183,0.2461,4.223,6.645,3.0
-0.8447,0.3267,0.575,0.4856,0.01816,18.17,0.2854,0.00251,0.001532,0.538,5.156,6.33,4.0
-14.55,0.3052,0.5264,0.493,0.01044,13.414,0.05984,0.0001396,0.00836,2.074,10.01,5.098,0.0
-12.94,0.3167,0.69,0.4067,0.01564,24.27,1.976,0.1015,0.0002472,0.0887,1.583,5.1,1.0
-14.69,0.3076,0.6875,0.3772,0.01709,25.45,2.662,0.1754,8.15e-05,0.0385,0.898,3.76,2.0
-7.703,0.3276,0.4126,0.4788,0.01279,19.31,0.09,0.0001764,3.22e-05,0.1582,5.09,9.27,3.0
-5.637,0.3079,0.6484,0.4553,0.02473,17.8,0.4307,0.006325,0.003069,0.55,4.047,4.816,4.0
-16.45,0.3215,0.5264,0.3994,0.01044,28.72,1.617,0.04764,4.2e-06,0.01307,0.7964,5.12,0.0
-12.94,0.3167,0.69,0.4067,0.01566,24.27,1.976,0.10156,0.0002472,0.0886,1.582,5.1,1.0
-5.863,0.3076,0.568,0.4617,0.02284,17.2,0.2296,0.0016985,0.001606,0.5435,4.785,5.25,2.0
-6.152,0.3206,0.5737,0.485,0.01942,17.03,0.2216,0.00161,0.00234,0.695,5.582,5.72,3.0
-6.926,0.3079,0.671,0.4475,0.008286,20.12,0.6743,0.014015,0.003748,0.6963,5.918,8.64,4.0
-8.25,0.3052,0.617,0.464,0.01044,17.6,0.3008,0.003021,0.005524,1.082,7.402,7.47,0.0
-12.46,0.3164,0.676,0.412,0.01489,24.08,1.731,0.0776,0.0002778,0.1043,1.831,5.598,1.0
-3.521,0.3052,0.6553,0.4443,0.02313,18.67,0.5337,0.00934,0.002409,0.4663,3.83,5.188,2.0
-6.63,0.3323,0.696,0.4958,0.02426,17.34,0.4893,0.00875,0.00625,0.7246,4.29,4.652,3.0
-10.96,0.3079,0.671,0.412,0.01341,23.27,1.384,0.0511,0.0005074,0.1675,2.527,6.555,4.0
-9.11,0.3052,0.5264,0.4426,0.00861,20.58,0.3086,0.00242,0.0004165,0.3472,5.633,9.65,0.0
-15.15,0.3022,0.594,0.3762,0.01761,26.42,1.88,0.0766,2.015e-05,0.0234,0.834,4.062,1.0
-5.566,0.3103,0.568,0.4617,0.02467,17.55,0.2532,0.002024,0.001225,0.448,4.266,5.06,2.0
-0.3005,0.3345,0.6523,0.495,0.01898,18.28,0.4626,0.007137,0.00366,0.649,4.824,5.867,3.0
-12.73,0.3079,0.5605,0.4905,0.01848,14.02,0.09595,0.0003603,0.00757,1.498,7.35,4.375,4.0
-11.93,0.3052,0.4321,0.4717,0.011734,15.29,0.0431,5.35e-05,0.0004036,0.648,8.555,7.28,0.0
-0.5674,0.3025,0.5776,0.4373,0.01675,19.88,0.4148,0.004864,0.0007873,0.3513,4.348,6.95,1.0
-11.984,0.3147,0.6157,0.419,0.01386,24.0,1.192,0.03476,0.0001873,0.1094,2.209,6.55,2.0
-9.164,0.33,0.522,0.458,0.01942,22.1,0.4656,0.0051,8.535e-05,0.10864,2.611,6.508,3.0
-4.387,0.3108,0.4253,0.4553,0.01619,18.92,0.098,0.0002202,4.7e-05,0.1709,4.73,8.08,4.0
-10.09,0.3135,0.5137,0.4465,0.00902,21.73,0.3572,0.00301,0.0001861,0.221,4.633,9.7,0.0
-0.5674,0.3025,0.5776,0.4373,0.01675,19.88,0.4148,0.004864,0.0007873,0.3513,4.348,6.95,1.0
-6.695,0.3027,0.58,0.4563,0.02312,16.95,0.2352,0.001837,0.002129,0.6064,4.863,5.08,2.0
-3.662,0.324,0.5737,0.485,0.01901,17.64,0.2544,0.002047,0.00181,0.595,5.3,6.01,3.0
-7.84,0.3079,0.657,0.4553,0.02858,17.45,0.4329,0.006577,0.00315,0.514,3.602,4.184,4.0
-13.6,0.3135,0.4233,0.429,0.00954,24.8,0.2913,0.001477,4.3e-06,0.03748,2.447,9.73,0.0
-7.316,0.3096,0.5776,0.4343,0.01675,21.48,0.5835,0.0089,0.0003555,0.2063,3.322,6.91,1.0
-1.763,0.3013,0.577,0.449,0.01709,18.11,0.282,0.002462,0.001726,0.583,5.43,6.51,2.0
-4.93,0.33,0.367,0.4822,0.01942,18.33,0.04483,4.07e-05,5.8e-06,0.0813,4.0,7.78,3.0
-3.48,0.331,0.6675,0.4956,0.01845,17.73,0.439,0.00672,0.00569,0.8145,5.246,5.758,4.0
-11.36,0.3132,0.517,0.4465,0.006424,21.95,0.3716,0.003246,0.0002184,0.2467,5.07,10.586,0.0
-0.5674,0.3025,0.5776,0.4373,0.01675,19.88,0.4148,0.004864,0.0007873,0.3513,4.348,6.95,1.0
-1.327,0.3308,0.684,0.4893,0.01933,18.22,0.536,0.00992,0.005093,0.7046,4.74,5.67,2.0
-8.7,0.3252,0.6826,0.4873,0.0284,16.83,0.4246,0.006714,0.00553,0.6675,3.887,4.016,3.0
-11.79,0.3062,0.623,0.4226,0.005245,23.31,0.96,0.02338,0.000611,0.2651,4.145,9.73,4.0
-9.52,0.3176,0.61,0.4563,0.006714,21.12,0.584,0.009415,0.001331,0.4734,5.633,9.65,0.0
-9.32,0.3025,0.5776,0.4382,0.007256,20.69,0.4421,0.005306,0.0010195,0.4658,5.902,9.67,1.0
-3.082,0.3013,0.6875,0.4275,0.01709,20.3,0.8394,0.02187,0.002216,0.4143,3.818,6.316,2.0
-1.088,0.3447,0.605,0.4963,0.01942,19.77,0.4932,0.007133,0.001003,0.3462,3.893,6.203,3.0
10.484,0.3018,0.671,0.4412,0.01619,19.06,0.586,0.01118,0.003653,0.623,4.855,6.508,4.0
-10.82,0.3184,0.5312,0.453,0.00719,21.9,0.413,0.00411,0.0002747,0.2588,4.934,10.164,0.0
-12.45,0.3125,0.5,0.4373,0.00637,23.2,0.4153,0.00373,8.553e-05,0.1492,4.113,10.63,1.0
-8.84,0.32,0.652,0.4778,0.0298,16.9,0.3748,0.005062,0.003588,0.5625,3.684,3.94,2.0
0.366,0.3306,0.4958,0.4817,0.01987,19.17,0.2051,0.001094,0.0002066,0.2368,4.145,6.66,3.0
-6.543,0.3035,0.561,0.4294,0.01587,21.2,0.4875,0.00616,0.00034,0.2236,3.662,7.285,4.0
-8.484,0.317,0.6997,0.4563,0.006187,20.69,0.8525,0.02237,0.004368,0.704,5.902,9.164,0.0
-6.58,0.3025,0.335,0.4373,0.027,18.16,0.02972,1.62e-05,8e-07,0.032,2.65,6.36,1.0
4.35,0.3076,0.577,0.449,0.01773,19.25,0.3645,0.003872,0.00098,0.4023,4.56,6.652,2.0
1.442,0.335,0.588,0.4917,0.02016,18.69,0.3557,0.003847,0.001272,0.4365,4.42,6.004,3.0
-5.484,0.3018,0.561,0.4294,0.01585,20.86,0.454,0.005432,0.0004017,0.2502,3.879,7.305,4.0
-10.64,0.3228,0.6016,0.4563,0.006187,22.11,0.675,0.0119,0.0007887,0.3496,4.96,9.87,0.0
-15.625,0.3257,0.6475,0.3948,0.013405,26.89,2.736,0.169,3.28e-05,0.02504,0.7817,3.936,1.0
8.37,0.3076,0.6875,0.449,0.01709,19.03,0.638,0.01348,0.004112,0.6235,4.656,6.25,2.0
-12.02,0.3147,0.588,0.4917,0.02928,14.5,0.1426,0.0007977,0.00523,0.928,4.863,3.414,3.0
-7.883,0.3132,0.646,0.434,0.01619,21.7,0.906,0.02289,0.0007606,0.2433,3.154,6.566,4.0
-10.64,0.3228,0.6016,0.4563,0.006187,22.11,0.675,0.0119,0.0007887,0.3496,4.96,9.87,0.0
-0.1963,0.3074,0.592,0.4436,0.01749,19.84,0.4548,0.00595,0.0009246,0.3586,4.207,6.7,1.0
-0.923,0.3225,0.697,0.4612,0.01709,19.92,0.8115,0.02098,0.002897,0.4773,4.04,6.28,2.0
-7.31,0.3481,0.596,0.4976,0.01064,21.03,0.553,0.008354,0.0008926,0.3713,4.79,8.51,3.0
-13.29,0.3447,0.671,0.4412,0.01619,24.56,1.923,0.0934,0.0001681,0.073,1.449,4.945,4.0
-10.64,0.3228,0.6016,0.4563,0.006187,22.11,0.675,0.0119,0.0007887,0.3496,4.96,9.87,0.0
-1.231,0.3408,0.5093,0.4941,0.02142,19.33,0.2406,0.001527,0.0002289,0.2257,3.799,6.26,1.0
-14.484,0.3638,0.6875,0.449,0.01709,25.28,2.555,0.1627,9.4e-05,0.04294,0.967,3.91,2.0
-9.32,0.3223,0.66,0.4854,0.02933,16.5,0.3533,0.00465,0.004906,0.6655,3.93,3.879,3.0
-13.734,0.3105,0.6846,0.406,0.002245,25.38,1.95,0.0941,0.000447,0.1613,2.828,8.83,4.0
-9.04,0.3228,0.597,0.4563,0.00935,21.78,0.639,0.010765,0.0006886,0.3154,4.5,8.87,0.0
-8.27,0.3196,0.583,0.479,0.02829,16.83,0.2446,0.002008,0.001727,0.492,4.016,4.31,1.0
2.824,0.3027,0.646,0.4468,0.01599,18.69,0.4744,0.007294,0.003416,0.6616,5.203,6.574,2.0
-7.715,0.335,0.588,0.4736,0.0283,19.86,0.504,0.00728,0.00041,0.1877,2.541,4.6,3.0
10.484,0.3018,0.671,0.4412,0.01619,19.06,0.586,0.01118,0.003653,0.623,4.855,6.508,4.0
-6.277,0.3462,0.5938,0.4968,0.0116,20.73,0.5186,0.007427,0.000927,0.3816,4.8,8.24,0.0
-6.574,0.3074,0.592,0.4436,0.0281,18.83,0.409,0.005074,0.0007477,0.2751,3.06,4.62,1.0
8.37,0.3076,0.6875,0.449,0.01709,19.03,0.638,0.01348,0.004112,0.6235,4.656,6.25,2.0
-4.793,0.3022,0.653,0.445,0.02405,18.08,0.4673,0.007362,0.002934,0.529,4.004,4.96,3.0
1.772,0.3018,0.5684,0.4412,0.01619,19.28,0.342,0.003365,0.0009365,0.417,4.85,7.05,4.0
-7.11,0.346,0.5938,0.4917,0.011986,21.23,0.5767,0.008965,0.000714,0.319,4.36,8.13,0.0
-4.223,0.3018,0.5874,0.4436,0.02435,18.19,0.3308,0.003414,0.001219,0.4053,3.96,5.168,1.0
-6.418,0.3032,0.6816,0.449,0.02528,17.64,0.4946,0.00869,0.004505,0.6113,3.99,4.605,2.0
2.547,0.33,0.5737,0.485,0.01941,18.67,0.3218,0.003096,0.001096,0.4307,4.582,6.215,3.0
-14.59,0.3208,0.6157,0.405,0.013855,26.08,1.866,0.0783,4.846e-05,0.04074,1.186,5.06,4.0
-6.16,0.3235,0.6924,0.4553,0.011986,21.16,0.972,0.02827,0.002165,0.4236,4.176,7.492,0.0
1.991,0.301,0.6895,0.4436,0.01749,18.52,0.5767,0.01133,0.005203,0.717,4.91,6.062,1.0
8.45,0.3083,0.669,0.449,0.01709,19.2,0.6045,0.01178,0.003174,0.567,4.586,6.348,2.0
-6.27,0.349,0.5767,0.495,0.01477,21.12,0.524,0.00729,0.0004854,0.2622,3.902,7.477,3.0
-6.176,0.317,0.6943,0.4478,0.01108,21.08,0.954,0.02736,0.002443,0.4612,4.42,7.742,4.0
-9.305,0.3235,0.53,0.4553,0.011986,22.06,0.4456,0.00473,0.0001749,0.1829,3.82,8.555,0.0
-5.2,0.301,0.6895,0.4268,0.0225,19.77,0.8057,0.02072,0.001997,0.36,3.229,5.22,1.0
-14.914,0.3262,0.669,0.3997,0.01709,25.78,2.584,0.1605,5.75e-05,0.0327,0.8438,3.72,2.0
-7.832,0.3115,0.5557,0.4731,0.02295,16.48,0.1786,0.001056,0.001837,0.6284,5.16,5.043,3.0
-6.402,0.311,0.651,0.4358,0.0205,20.73,0.7983,0.0187,0.000965,0.2664,3.057,5.707,4.0
-7.46,0.3235,0.6875,0.4502,0.01239,21.64,1.055,0.0324,0.001572,0.346,3.758,7.33,0.0
-7.465,0.3142,0.6655,0.4373,0.02258,20.72,0.8833,0.02324,0.0009623,0.2426,2.729,5.207,1.0
-2.23,0.3083,0.4749,0.449,0.01709,19.45,0.1775,0.0007772,0.0001346,0.217,4.44,7.508,2.0
2.197,0.33,0.5396,0.485,0.01941,18.69,0.2559,0.001868,0.0006285,0.3657,4.58,6.4,3.0
-10.7,0.321,0.6675,0.4294,0.0217,22.36,1.264,0.0442,0.0004072,0.133,1.958,4.906,4.0
-4.93,0.3235,0.6924,0.4553,0.0152,20.81,0.9414,0.02695,0.00203,0.3909,3.793,6.695,0.0
0.255,0.3047,0.691,0.4373,0.01675,19.83,0.7686,0.01883,0.002943,0.496,4.18,6.383,1.0
-13.19,0.313,0.604,0.4084,0.01485,24.86,1.349,0.0424,8.917e-05,0.068,1.68,5.86,2.0
2.197,0.33,0.5396,0.485,0.01941,18.69,0.2559,0.001868,0.0006285,0.3657,4.58,6.4,3.0
-13.336,0.3167,0.6206,0.4106,0.01424,24.97,1.516,0.05426,0.0001046,0.0695,1.642,5.77,4.0
-4.93,0.3235,0.6924,0.4553,0.0152,20.81,0.9414,0.02695,0.00203,0.3909,3.793,6.695,0.0
-1.775,0.3047,0.691,0.4373,0.01354,20.16,0.794,0.01976,0.003138,0.5376,4.605,7.14,1.0
-13.26,0.3083,0.669,0.4988,0.02089,13.625,0.1663,0.001257,0.03015,2.088,6.55,3.516,2.0
-1.422,0.333,0.5596,0.4812,0.01675,19.94,0.3745,0.00386,0.000577,0.3171,4.305,7.062,3.0
-6.613,0.3018,0.6724,0.459,0.0178,16.98,0.377,0.0052,0.0087,1.048,5.816,5.574,4.0
-0.6777,0.3206,0.6724,0.4595,0.01784,19.84,0.713,0.01591,0.00229,0.4465,4.01,6.227,0.0
0.1228,0.3384,0.691,0.4895,0.01354,19.8,0.7344,0.01723,0.003738,0.603,4.867,7.113,1.0
8.45,0.3083,0.669,0.449,0.01709,19.2,0.6045,0.01178,0.003174,0.567,4.586,6.348,2.0
-6.277,0.3452,0.555,0.4895,0.0158,21.1,0.4578,0.005417,0.0003276,0.2264,3.744,7.35,3.0
-10.7,0.3242,0.575,0.4412,0.01619,23.11,0.797,0.01539,0.0001537,0.11804,2.477,6.656,4.0
-6.94,0.305,0.6543,0.4253,0.02081,20.86,0.838,0.02055,0.0009127,0.2517,2.93,5.61,0.0
-13.16,0.36,0.5615,0.4744,0.01588,24.86,1.039,0.0239,4.756e-05,0.05637,1.669,6.01,1.0
-2.254,0.3013,0.542,0.4453,0.02203,18.12,0.2352,0.001635,0.0007195,0.3818,4.418,5.76,2.0
-10.94,0.3125,0.522,0.485,0.02357,14.95,0.097,0.000327,0.001995,0.785,5.824,4.477,3.0
