like1,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,chain
10.95,0.3013,0.688,0.4392,0.01643,19.16,0.654,0.01407,0.00406,0.621,4.703,6.4,3.0
-5.6,0.3171,0.532,0.4614,0.02728,18.58,0.2576,0.001885,0.000346,0.237,3.3,4.977,4.0
-4.777,0.3054,0.506,0.4402,0.02551,19.28,0.2433,0.001555,0.0001658,0.1781,3.178,5.473,0.0
-2.748,0.3176,0.6333,0.4565,0.01413,20.27,0.609,0.01094,0.001596,0.436,4.535,7.3,1.0
-11.43,0.3127,0.536,0.4253,0.015396,23.6,0.664,0.009926,6.855e-05,0.0882,2.375,7.035,2.0
-10.18,0.3267,0.688,0.4392,0.01643,22.58,1.368,0.05222,0.0006704,0.1821,2.447,5.91,3.0
-5.62,0.305,0.6553,0.4395,0.02554,18.95,0.5845,0.01103,0.001783,0.3716,3.293,4.81,4.0
-2.896,0.3403,0.4453,0.4956,0.0237,18.73,0.1245,0.000375,5.72e-05,0.1472,3.594,6.145,0.0
-15.195,0.3618,0.4111,0.4702,0.02287,26.7,0.4534,0.003227,3e-07,0.00576,0.694,4.69,1.0
-5.36,0.3162,0.536,0.4658,0.01212,19.23,0.26,0.001866,0.0007253,0.448,5.797,8.25,2.0
9.85,0.3123,0.688,0.4568,0.01643,18.98,0.629,0.01312,0.00442,0.6567,4.824,6.37,3.0
-5.547,0.3242,0.609,0.4624,0.02454,19.7,0.5293,0.00829,0.0007644,0.2664,3.098,5.176,4.0
-8.95,0.3303,0.4453,0.4956,0.02899,16.19,0.0725,0.0001472,0.0001425,0.2471,4.062,4.68,0.0
-11.15,0.3547,0.409,0.4868,0.02663,22.61,0.2036,0.0007644,2e-06,0.02202,1.48,5.49,1.0
-14.44,0.362,0.536,0.4658,0.01936,25.84,1.123,0.02588,1.26e-05,0.02502,1.04,4.754,2.0
2.203,0.3123,0.567,0.4568,0.01643,19.25,0.337,0.003263,0.0009146,0.4128,4.824,6.996,3.0
-9.52,0.3196,0.6265,0.4373,0.01668,22.39,0.9463,0.02374,0.000411,0.1741,2.705,6.38,4.0
1.084,0.3245,0.5083,0.4753,0.02026,18.77,0.2089,0.001182,0.0003166,0.2842,4.33,6.426,0.0
-3.201,0.3347,0.6133,0.4893,0.02335,18.58,0.4167,0.00547,0.00153,0.418,3.9,5.297,1.0
1.512,0.3162,0.536,0.4658,0.01936,18.55,0.242,0.001675,0.0006275,0.374,4.664,6.402,2.0
-2.547,0.302,0.586,0.4329,0.01775,20.2,0.474,0.00631,0.000706,0.3088,3.941,6.69,3.0
-3.932,0.314,0.534,0.453,0.02412,19.38,0.3013,0.002478,0.0002997,0.2211,3.365,5.594,4.0
-3.318,0.3086,0.4434,0.4556,0.01694,18.39,0.10535,0.0002723,9.865e-05,0.231,5.027,7.58,0.0
-3.201,0.3347,0.6133,0.4893,0.02335,18.58,0.4167,0.00547,0.00153,0.418,3.9,5.297,1.0
-2.777,0.3015,0.4695,0.435,0.02003,19.73,0.186,0.000833,8.45e-05,0.1615,3.719,6.875,2.0
-7.883,0.3123,0.688,0.4795,0.01643,16.66,0.372,0.005238,0.01266,1.268,6.28,5.598,3.0
-4.133,0.3018,0.469,0.433,0.02077,20.05,0.2,0.0009475,6.87e-05,0.14,3.428,6.727,4.0
-4.73,0.3435,0.4453,0.4973,0.02606,18.9,0.1329,0.0004232,4.49e-05,0.12213,3.152,5.7,0.0
-9.2,0.3489,0.6133,0.479,0.02199,21.73,0.8184,0.01802,0.00033,0.1512,2.37,5.4,1.0
-1.419,0.3352,0.569,0.4985,0.01894,18.06,0.2703,0.002245,0.001399,0.5195,5.062,6.18,2.0
-4.566,0.306,0.6133,0.4568,0.01256,18.42,0.3599,0.004112,0.003223,0.768,6.246,7.39,3.0
-9.195,0.3054,0.4922,0.4248,0.02,22.05,0.3677,0.003036,4.58e-05,0.0886,2.541,6.586,4.0
0.3164,0.337,0.5083,0.4963,0.02026,18.47,0.1954,0.001052,0.0003648,0.3115,4.508,6.363,0.0
-5.09,0.3347,0.461,0.4983,0.02335,17.34,0.1046,0.0002952,0.0001744,0.265,4.48,5.805,1.0
1.512,0.3162,0.536,0.4658,0.01936,18.55,0.242,0.001675,0.0006275,0.374,4.664,6.402,2.0
9.85,0.3123,0.688,0.4568,0.01643,18.98,0.629,0.01312,0.00442,0.6567,4.824,6.37,3.0
-6.62,0.3225,0.3179,0.466,0.02399,18.19,0.022,8.3e-06,3.6e-07,0.02592,2.803,7.25,4.0
-13.77,0.3557,0.4333,0.4712,0.02426,25.05,0.4202,0.003113,1.43e-06,0.013054,1.0,4.984,0.0
-6.28,0.3438,0.6455,0.4817,0.01971,20.83,0.7827,0.0178,0.0009227,0.2673,3.137,5.895,1.0
-3.242,0.3162,0.574,0.473,0.01888,17.73,0.2595,0.002121,0.00176,0.585,5.273,6.066,2.0
-14.484,0.323,0.54,0.4158,0.01733,26.02,1.159,0.02757,1.466e-05,0.0277,1.126,5.113,3.0
-4.13,0.3018,0.469,0.433,0.02135,19.98,0.1987,0.000939,6.795e-05,0.138,3.367,6.59,4.0
-8.18,0.313,0.5083,0.4382,0.02026,21.58,0.3806,0.003416,8.017e-05,0.11414,2.756,6.49,0.0
-6.246,0.3262,0.6685,0.456,0.01895,20.86,0.8823,0.0231,0.00121,0.292,3.184,5.938,1.0
-5.695,0.337,0.3848,0.4988,0.02258,17.16,0.0443,4.476e-05,1.764e-05,0.1294,4.297,6.56,2.0
-0.1749,0.317,0.688,0.4568,0.0193,19.36,0.7056,0.0162,0.003042,0.497,4.016,5.836,3.0
-6.66,0.3225,0.3179,0.466,0.02458,18.14,0.02187,8.2e-06,3.6e-07,0.02557,2.754,7.1,4.0
-8.375,0.3542,0.5083,0.4963,0.0179,21.78,0.3857,0.003475,8.62e-05,0.12317,2.986,7.06,0.0
-9.05,0.3054,0.58,0.4229,0.01573,22.25,0.6836,0.01183,0.0002694,0.1703,3.03,7.02,1.0
-0.2522,0.3162,0.536,0.468,0.01936,18.27,0.2267,0.0014925,0.0007195,0.4082,4.848,6.332,2.0
-2.396,0.3245,0.6553,0.4844,0.01478,18.2,0.4424,0.006573,0.00507,0.83,5.78,6.645,3.0
-4.336,0.3225,0.4414,0.4636,0.02226,19.8,0.1494,0.0005064,3.35e-05,0.10913,3.24,6.58,4.0
-2.242,0.337,0.5083,0.4963,0.01535,18.94,0.2052,0.001132,0.0004025,0.3523,5.227,7.562,0.0
-5.24,0.3367,0.512,0.48,0.01895,20.62,0.3162,0.002481,0.0001533,0.1746,3.473,6.863,1.0
1.512,0.3162,0.536,0.4658,0.01936,18.55,0.242,0.001675,0.0006275,0.374,4.664,6.402,2.0
1.893,0.3123,0.6685,0.4568,0.01403,19.27,0.592,0.01125,0.003742,0.6553,5.19,7.027,3.0
-14.58,0.316,0.4922,0.4072,0.02472,25.69,0.8384,0.01355,3.76e-06,0.01426,0.8,4.055,4.0
-12.17,0.3513,0.575,0.4712,0.01335,24.19,0.955,0.02112,0.0001074,0.0946,2.273,7.004,0.0
-5.24,0.3367,0.512,0.48,0.01895,20.62,0.3162,0.002481,0.0001533,0.1746,3.473,6.863,1.0
-4.758,0.3367,0.388,0.485,0.02147,19.45,0.0769,0.00011986,7e-06,0.0689,3.242,7.195,2.0
2.297,0.3418,0.6753,0.4963,0.014404,19.56,0.6553,0.01368,0.0034,0.596,4.883,6.957,3.0
-9.29,0.3015,0.4724,0.4192,0.0244,21.69,0.3044,0.002043,2.5e-05,0.06586,2.156,5.754,4.0
-11.05,0.349,0.565,0.4763,0.01368,23.38,0.7593,0.0136,0.0001397,0.1215,2.697,7.37,0.0
-1.49,0.347,0.675,0.497,0.01895,19.77,0.718,0.01622,0.002256,0.4324,3.857,5.98,1.0
-11.805,0.3162,0.536,0.4255,0.01936,23.64,0.7095,0.0113,4.77e-05,0.06537,1.877,5.926,2.0
-7.277,0.308,0.688,0.4272,0.02032,20.94,1.008,0.03061,0.001246,0.269,2.873,5.52,3.0
-17.17,0.3018,0.469,0.3667,0.02135,29.25,1.374,0.03067,3e-07,0.002653,0.306,2.828,4.0
-11.625,0.317,0.5083,0.4963,0.0182,14.7,0.0782,0.0002115,0.002306,0.9897,7.203,5.113,0.0
-4.66,0.3262,0.5737,0.4639,0.01987,20.45,0.4753,0.006172,0.0004504,0.2389,3.43,6.277,1.0
-7.984,0.3328,0.536,0.4658,0.01936,21.58,0.4626,0.005264,0.0001438,0.1409,2.89,6.523,2.0
-8.45,0.305,0.688,0.418,0.01643,21.83,1.161,0.0389,0.001039,0.2477,2.922,6.2,3.0
-15.76,0.343,0.469,0.433,0.02434,27.14,0.9214,0.014854,9e-07,0.006382,0.5317,3.55,4.0
-11.04,0.349,0.565,0.4763,0.01367,23.38,0.7583,0.01359,0.0001401,0.12177,2.7,7.375,0.0
-12.58,0.3613,0.658,0.4702,0.01698,24.05,1.62,0.0669,0.0002018,0.0884,1.668,5.23,1.0
-9.06,0.3457,0.569,0.4812,0.01433,22.25,0.626,0.00977,0.0002553,0.1783,3.268,7.492,2.0
-12.38,0.3123,0.688,0.4055,0.01643,23.83,1.801,0.08575,0.000305,0.1033,1.73,5.215,3.0
-7.61,0.31,0.609,0.4336,0.02435,20.66,0.6514,0.01196,0.00047,0.1923,2.623,5.145,4.0
-11.5,0.337,0.2477,0.4963,0.0212,14.78,0.002073,6e-08,0.0,0.01188,3.496,8.52,0.0
-15.56,0.3767,0.692,0.4497,0.0139,26.42,3.273,0.2563,5.13e-05,0.02722,0.726,3.518,1.0
-5.25,0.3071,0.3516,0.4458,0.0235,18.38,0.03845,2.843e-05,2.1e-06,0.04956,3.174,6.98,2.0
-3.86,0.3381,0.595,0.4832,0.0161,20.52,0.5264,0.007736,0.000765,0.3164,4.03,7.04,3.0
-13.23,0.3018,0.469,0.4019,0.02135,24.7,0.5273,0.005352,5.8e-06,0.02512,1.317,5.535,4.0
-15.58,0.375,0.6816,0.45,0.01333,26.58,3.143,0.2328,4.774e-05,0.02745,0.7573,3.693,0.0
-6.074,0.35,0.547,0.4956,0.02141,20.69,0.4233,0.004673,0.0002345,0.1787,3.074,6.082,1.0
-12.37,0.3186,0.536,0.4255,0.01936,24.05,0.7725,0.01316,3.77e-05,0.0554,1.701,5.746,2.0
-13.54,0.3174,0.6553,0.4036,0.02148,24.33,1.834,0.08453,0.00010085,0.05154,1.118,3.996,3.0
-9.055,0.3027,0.469,0.4224,0.02135,21.86,0.295,0.00189,2.664e-05,0.0734,2.432,6.457,4.0
-12.695,0.3462,0.5083,0.4705,0.01056,24.47,0.599,0.00747,3.92e-05,0.0775,2.6,8.5,0.0
-17.39,0.347,0.675,0.3728,0.01895,27.66,5.293,0.631,3.04e-06,0.003061,0.1439,1.176,1.0
-8.93,0.3076,0.396,0.465,0.01633,16.19,0.03775,3.546e-05,6.324e-05,0.2754,6.35,7.35,2.0
-17.6,0.3123,0.688,0.3313,0.01643,27.83,5.812,0.7656,3.2e-06,0.003008,0.1394,1.161,3.0
-11.79,0.3027,0.271,0.4224,0.01704,21.69,0.01794,3.7e-06,0.0,0.00305,1.536,9.72,4.0
-5.12,0.3403,0.3804,0.4963,0.0178,18.73,0.05753,6.82e-05,9.24e-06,0.09503,4.17,8.12,0.0
-1.005,0.3267,0.594,0.4712,0.02026,19.6,0.45,0.005917,0.0008965,0.3362,3.861,6.07,1.0
-9.29,0.3296,0.322,0.4907,0.0169,16.17,0.013466,3.6e-06,2e-06,0.08136,5.223,8.43,2.0
-11.13,0.3123,0.688,0.4932,0.01461,15.37,0.2695,0.002983,0.02408,1.895,7.375,5.16,3.0
-9.055,0.3027,0.469,0.4224,0.02135,21.86,0.295,0.00189,2.664e-05,0.0734,2.432,6.457,4.0
-5.293,0.344,0.3804,0.495,0.02063,19.56,0.07117,0.0001,5.1e-06,0.06244,3.248,7.492,0.0
0.5186,0.32,0.594,0.4712,0.02026,18.52,0.3552,0.003904,0.001499,0.4697,4.508,5.92,1.0
-13.15,0.353,0.536,0.4658,0.01936,24.67,0.878,0.01657,2.62e-05,0.0427,1.453,5.44,2.0
-0.6353,0.319,0.688,0.4568,0.01643,19.97,0.7803,0.01921,0.002735,0.479,4.15,6.465,3.0
-9.13,0.3027,0.469,0.4224,0.02046,21.95,0.2976,0.001916,2.71e-05,0.0751,2.498,6.664,4.0
-1.768,0.344,0.651,0.495,0.02063,19.47,0.607,0.01151,0.001829,0.4084,3.793,5.734,0.0
-14.24,0.32,0.594,0.407,0.02026,25.34,1.551,0.05435,3.296e-05,0.03293,1.009,4.223,1.0
-16.1,0.3162,0.387,0.4077,0.01936,28.08,0.4211,0.002485,6e-08,0.003225,0.589,5.03,2.0
9.85,0.3123,0.688,0.4568,0.01643,18.98,0.629,0.01312,0.00442,0.6567,4.824,6.37,3.0
-15.875,0.3242,0.3574,0.4224,0.01921,27.81,0.2705,0.000948,0.0,0.00239,0.604,5.535,4.0
-5.26,0.3345,0.4316,0.495,0.02463,17.42,0.0816,0.0001681,6.86e-05,0.185,4.086,5.81,0.0
-3.35,0.3296,0.5864,0.4712,0.02026,20.08,0.4773,0.00644,0.0006337,0.2783,3.576,6.13,1.0
-5.395,0.3162,0.536,0.476,0.01912,17.22,0.1786,0.000982,0.001178,0.558,5.535,6.04,2.0
-9.31,0.3123,0.6206,0.4285,0.01643,22.31,0.8975,0.0213,0.0004098,0.1796,2.8,6.51,3.0
-8.27,0.3027,0.5386,0.4224,0.02151,21.5,0.476,0.005615,0.0001327,0.1279,2.629,6.008,4.0
-8.33,0.3518,0.557,0.4905,0.02446,21.11,0.517,0.00692,0.000177,0.1335,2.44,5.33,0.0
-4.508,0.324,0.4421,0.4802,0.02318,17.52,0.0911,0.000213,9.674e-05,0.2139,4.332,6.023,1.0
-4.1,0.3076,0.4792,0.442,0.019,20.17,0.2203,0.001165,9.316e-05,0.1608,3.666,7.08,2.0
-13.59,0.361,0.688,0.4568,0.01643,24.67,2.182,0.1215,0.0001676,0.06647,1.304,4.598,3.0
-15.47,0.3171,0.4907,0.4023,0.0212,26.95,1.015,0.01886,2.3e-06,0.010475,0.6934,4.113,4.0
-3.438,0.344,0.503,0.4963,0.02347,19.42,0.2393,0.001487,0.0001673,0.1875,3.408,5.89,0.0
-11.01,0.32,0.561,0.498,0.02437,14.984,0.1301,0.000621,0.003685,0.911,5.617,4.215,1.0
-12.33,0.3162,0.536,0.5,0.01936,14.22,0.0858,0.000275,0.004467,1.231,7.11,4.516,2.0
5.47,0.3088,0.639,0.4521,0.01569,19.16,0.5034,0.00796,0.002604,0.5747,4.973,6.773,3.0
-8.89,0.3027,0.483,0.4224,0.02151,21.78,0.328,0.002405,3.8e-05,0.0829,2.467,6.33,4.0
-6.273,0.344,0.503,0.4963,0.02838,18.95,0.2278,0.001381,0.0001516,0.1658,2.941,4.96,0.0
-7.406,0.32,0.6274,0.4878,0.02026,16.67,0.283,0.002855,0.005333,0.8955,5.547,5.223,1.0
-0.148,0.3162,0.686,0.4658,0.0133,18.95,0.5967,0.01182,0.005367,0.78,5.543,7.047,2.0
-4.48,0.3123,0.688,0.4702,0.01643,17.6,0.4614,0.00763,0.00837,0.9844,5.727,5.99,3.0
-7.75,0.307,0.5967,0.428,0.02242,21.08,0.647,0.0114,0.0003717,0.1791,2.682,5.54,4.0
-9.44,0.3484,0.58,0.4795,0.01845,22.28,0.7134,0.012856,0.0002127,0.1404,2.605,6.297,0.0
-11.07,0.358,0.594,0.4817,0.02026,22.98,0.9287,0.02148,0.0001495,0.09863,1.993,5.51,1.0
-6.996,0.305,0.538,0.4292,0.02118,21.03,0.428,0.004635,0.0001723,0.1539,2.922,6.152,2.0
-6.637,0.3044,0.6606,0.425,0.01903,20.98,0.8716,0.02225,0.00104,0.2725,3.111,5.945,3.0
-7.145,0.307,0.564,0.4585,0.02655,17.12,0.2277,0.001669,0.001251,0.4534,4.164,4.69,4.0
-6.496,0.3394,0.3982,0.4978,0.02805,17.55,0.06067,8.5e-05,1.71e-05,0.1018,3.309,5.49,0.0
0.5186,0.32,0.594,0.4712,0.02026,18.52,0.3552,0.003904,0.001499,0.4697,4.508,5.92,1.0
-13.945,0.3162,0.3455,0.4915,0.02693,12.31,0.00738,1.55e-06,3.046e-05,0.2717,5.957,4.22,2.0
-3.092,0.332,0.5723,0.484,0.02374,18.75,0.3389,0.003412,0.0007815,0.3315,3.766,5.42,3.0
-7.387,0.307,0.564,0.4585,0.02704,17.08,0.2266,0.001657,0.001239,0.4478,4.1,4.613,4.0
-8.73,0.3506,0.4238,0.4915,0.02275,21.47,0.1799,0.0006514,8.2e-06,0.05032,2.314,6.508,0.0
5.367,0.317,0.6777,0.4639,0.01779,18.88,0.5913,0.011566,0.003864,0.6167,4.645,6.12,1.0
-5.72,0.3027,0.629,0.437,0.01073,20.4,0.588,0.01008,0.001793,0.5005,5.195,8.234,2.0
-1.72,0.3396,0.549,0.4897,0.01768,19.97,0.354,0.003391,0.0004482,0.2832,4.11,6.91,3.0
-8.83,0.307,0.426,0.4604,0.02808,16.12,0.05826,9.143e-05,8.875e-05,0.2196,4.17,4.92,4.0
-6.496,0.3394,0.3982,0.4978,0.02805,17.55,0.06067,8.5e-05,1.71e-05,0.1018,3.309,5.49,0.0
-11.63,0.317,0.6777,0.4639,0.001764,20.45,0.694,0.0147,0.005325,0.921,7.51,10.72,1.0
-6.633,0.3162,0.3442,0.4658,0.01936,17.31,0.02579,1.323e-05,3.3e-06,0.0771,4.35,7.844,2.0
-9.945,0.3074,0.5957,0.43,0.00912,22.38,0.7134,0.01305,0.000516,0.2617,4.105,8.86,3.0
-6.426,0.307,0.6978,0.4275,0.0181,20.94,1.025,0.03192,0.0016,0.3152,3.195,5.965,4.0
-6.61,0.3394,0.3982,0.486,0.02805,19.34,0.09155,0.0001756,6.85e-06,0.05603,2.494,5.66,0.0
0.8716,0.32,0.5493,0.4712,0.02025,18.53,0.267,0.002085,0.000757,0.385,4.51,6.145,1.0
-14.22,0.3162,0.2451,0.4773,0.02905,11.7,0.000819,0.0,0.0,0.02412,4.1,5.504,2.0
2.373,0.3115,0.5464,0.4587,0.01804,18.69,0.265,0.002024,0.000769,0.4067,4.85,6.65,3.0
-12.086,0.3289,0.426,0.449,0.0181,23.84,0.2805,0.001433,3.76e-06,0.03014,1.864,7.152,4.0
-6.61,0.3394,0.3982,0.486,0.02805,19.34,0.09155,0.0001756,6.85e-06,0.05603,2.494,5.66,0.0
-6.707,0.3433,0.3958,0.4922,0.01779,20.27,0.09656,0.0001854,8.1e-06,0.0726,3.432,8.125,1.0
-6.844,0.3162,0.536,0.4644,0.02881,17.86,0.2281,0.001548,0.0004816,0.2812,3.44,4.625,2.0
-7.934,0.32,0.5522,0.489,0.0175,16.53,0.168,0.000926,0.002321,0.791,6.324,5.938,3.0
-7.86,0.307,0.556,0.4294,0.0181,21.62,0.528,0.007034,0.000216,0.1655,3.049,6.695,4.0
-6.61,0.3394,0.3982,0.486,0.02805,19.34,0.09155,0.0001756,6.85e-06,0.05603,2.494,5.66,0.0
-7.43,0.3223,0.6685,0.4932,0.01613,16.83,0.3503,0.004513,0.009834,1.171,6.305,5.793,1.0
2.383,0.3115,0.5464,0.4587,0.01802,18.69,0.2651,0.002026,0.0007687,0.4065,4.85,6.65,2.0
-18.34,0.3123,0.3557,0.387,0.01643,31.86,0.5435,0.003317,0.0,0.0004816,0.2244,3.729,3.0
-12.336,0.307,0.2095,0.4275,0.0181,20.08,0.00242,6e-08,0.0,0.0002604,0.8887,10.48,4.0
-5.19,0.334,0.3982,0.486,0.02644,18.25,0.0701,0.0001093,1.335e-05,0.0884,3.193,5.89,0.0
-6.434,0.3118,0.6777,0.4353,0.01938,20.83,0.9233,0.02556,0.001293,0.292,3.111,5.8,1.0
-11.49,0.3103,0.5635,0.4294,0.008026,23.27,0.681,0.010994,0.0002296,0.1842,3.74,9.31,2.0
-0.9067,0.3123,0.561,0.452,0.01666,19.84,0.3696,0.00378,0.0006175,0.3298,4.38,7.066,3.0
-3.959,0.3022,0.6978,0.4275,0.0181,20.31,0.8955,0.02509,0.002226,0.3945,3.6,6.043,4.0
-12.51,0.334,0.4175,0.4507,0.02675,23.67,0.2798,0.001409,1.5e-06,0.016,1.178,5.082,0.0
-7.086,0.326,0.527,0.495,0.01772,16.8,0.1493,0.0006948,0.001307,0.639,6.11,6.176,1.0
-5.84,0.3037,0.5464,0.4587,0.01802,17.16,0.1877,0.001106,0.001549,0.632,5.82,6.156,2.0
-15.23,0.3123,0.1844,0.4568,0.01643,12.664,0.000123,0.0,0.0,0.000992,2.707,11.81,3.0
-5.207,0.3022,0.56,0.4292,0.01964,20.62,0.4485,0.005352,0.000339,0.2151,3.373,6.402,4.0
-13.86,0.3093,0.3982,0.486,0.02644,12.58,0.01614,8.4e-06,0.0002329,0.515,6.22,3.83,0.0
-15.74,0.317,0.53,0.3962,0.01779,27.36,1.443,0.04007,4.8e-06,0.01308,0.7114,4.152,1.0
-10.37,0.3142,0.5464,0.4587,0.006104,20.42,0.3364,0.002987,0.0007553,0.4644,6.44,10.26,2.0
-4.42,0.3198,0.677,0.4817,0.015076,17.73,0.445,0.006973,0.007652,0.9863,5.977,6.332,3.0
-5.207,0.3022,0.56,0.4292,0.01964,20.62,0.4485,0.005352,0.000339,0.2151,3.373,6.402,4.0
-5.496,0.334,0.551,0.4812,0.02644,19.16,0.332,0.003117,0.0003803,0.2264,3.137,5.08,0.0
-3.31,0.3252,0.6143,0.487,0.01508,18.06,0.3425,0.003809,0.003319,0.754,5.883,6.71,1.0
2.312,0.3115,0.5464,0.4539,0.01802,19.31,0.3035,0.00257,0.0005746,0.337,4.457,6.77,2.0
6.395,0.3176,0.688,0.4663,0.0162,18.83,0.607,0.01232,0.004818,0.696,4.973,6.39,3.0
-3.645,0.3022,0.6973,0.4292,0.01964,19.97,0.8457,0.02275,0.002365,0.404,3.55,5.74,4.0
-4.31,0.334,0.5312,0.4812,0.02458,19.38,0.2969,0.002398,0.0002759,0.2119,3.293,5.52,0.0
-3.852,0.336,0.6646,0.4866,0.02328,18.86,0.5864,0.01125,0.002392,0.445,3.68,5.15,1.0
-3.094,0.3237,0.5303,0.483,0.01648,18.03,0.2,0.001167,0.000861,0.491,5.613,6.883,2.0
-10.586,0.3176,0.688,0.4248,0.0162,22.81,1.433,0.05667,0.0005975,0.1682,2.342,5.863,3.0
-3.322,0.3076,0.5835,0.4397,0.01811,20.33,0.4812,0.006443,0.000625,0.2876,3.8,6.625,4.0
-5.145,0.3293,0.421,0.473,0.02481,19.53,0.11786,0.0003054,1.72e-05,0.0834,2.928,6.16,0.0
1.907,0.3118,0.5586,0.4534,0.01932,19.31,0.3333,0.003149,0.0006447,0.3333,4.22,6.42,1.0
-1.136,0.3198,0.635,0.4763,0.01645,18.2,0.402,0.005318,0.003643,0.7197,5.445,6.4,2.0
-0.9385,0.3098,0.609,0.446,0.01646,20.0,0.515,0.007725,0.00115,0.384,4.28,6.855,3.0
-0.03525,0.313,0.6855,0.4495,0.01788,19.72,0.7393,0.01744,0.002747,0.4775,4.06,6.156,4.0
-10.06,0.3293,0.4182,0.4565,0.02643,21.88,0.1932,0.000728,4.2e-06,0.03247,1.763,5.633,0.0
-7.188,0.317,0.681,0.484,0.01779,16.81,0.3777,0.005314,0.01021,1.121,5.9,5.48,1.0
-5.86,0.3062,0.5464,0.4338,0.01802,20.92,0.4275,0.004704,0.0002646,0.2018,3.469,6.85,2.0
0.5645,0.319,0.5947,0.4626,0.01608,19.72,0.4438,0.005726,0.001122,0.408,4.562,6.996,3.0
-6.543,0.3027,0.4988,0.442,0.01199,19.81,0.2216,0.001241,0.0002718,0.3047,5.34,8.73,4.0
-2.893,0.3293,0.5625,0.4854,0.02298,18.2,0.2795,0.002363,0.000916,0.3909,4.2,5.508,0.0
-3.094,0.3267,0.572,0.4797,0.02348,18.38,0.31,0.002916,0.0009465,0.3772,4.016,5.41,1.0
-2.072,0.3218,0.4497,0.472,0.0224,18.36,0.11786,0.000346,8.45e-05,0.1852,4.03,6.312,2.0
0.1279,0.335,0.6963,0.4968,0.0162,18.34,0.5654,0.01106,0.006504,0.8193,5.28,6.242,3.0
-0.03525,0.313,0.6855,0.4495,0.01788,19.72,0.7393,0.01744,0.002747,0.4775,4.06,6.156,4.0
-4.44,0.334,0.673,0.4937,0.02278,17.95,0.4956,0.00851,0.004158,0.6196,4.266,5.074,0.0
-3.848,0.317,0.6777,0.4763,0.01595,17.77,0.4534,0.00722,0.007217,0.9385,5.754,6.176,1.0
3.344,0.3123,0.5464,0.457,0.01802,19.08,0.288,0.002344,0.0006437,0.3625,4.61,6.73,2.0
-2.266,0.317,0.5713,0.4727,0.01633,18.12,0.2715,0.002264,0.001645,0.5874,5.586,6.703,3.0
-6.293,0.3223,0.6855,0.4495,0.01788,20.95,0.9683,0.02812,0.00145,0.3105,3.25,6.074,4.0
-7.395,0.3293,0.329,0.4854,0.02298,16.72,0.01836,6.56e-06,1.55e-06,0.05756,3.86,7.043,0.0
1.858,0.3215,0.6807,0.4639,0.01779,19.52,0.6914,0.01532,0.002905,0.5063,4.215,6.188,1.0
3.344,0.3123,0.5464,0.457,0.01802,19.08,0.288,0.002344,0.0006437,0.3625,4.61,6.73,2.0
2.203,0.3223,0.5806,0.4731,0.01598,19.08,0.3538,0.003696,0.001247,0.4712,5.023,6.99,3.0
-4.13,0.3235,0.392,0.4675,0.02225,19.14,0.0762,0.0001209,9e-06,0.07697,3.314,6.945,4.0
-7.254,0.3293,0.329,0.4695,0.02298,19.67,0.03653,2.205e-05,3.6e-07,0.02124,2.41,7.438,0.0
-1.512,0.3208,0.68,0.478,0.01637,18.12,0.4995,0.00861,0.006115,0.834,5.42,6.21,1.0
-5.984,0.3235,0.5464,0.4602,0.0246,20.08,0.386,0.003998,0.0002527,0.1813,2.932,5.45,2.0
-1.667,0.3176,0.5845,0.473,0.01598,18.28,0.3032,0.002848,0.001908,0.6064,5.562,6.754,3.0
-3.312,0.313,0.5166,0.4495,0.02003,20.06,0.2942,0.002222,0.0002044,0.2021,3.621,6.574,4.0
-9.23,0.326,0.3354,0.4575,0.02307,21.17,0.05588,4.923e-05,2.4e-07,0.014465,1.893,7.223,0.0
-9.67,0.304,0.3726,0.4558,0.01259,16.83,0.03174,2.26e-05,2.33e-05,0.2008,6.58,8.945,1.0
-2.4,0.3162,0.549,0.4712,0.01662,18.11,0.233,0.00162,0.001145,0.526,5.54,6.76,2.0
3.48,0.3215,0.6016,0.4722,0.016,19.05,0.3987,0.00482,0.001689,0.515,5.023,6.863,3.0
-10.234,0.317,0.4617,0.4373,0.02385,22.3,0.3118,0.00204,1.454e-05,0.05035,1.953,5.83,4.0
-9.81,0.3298,0.2715,0.4646,0.02158,20.2,0.01391,2.4e-06,0.0,0.00396,1.631,8.484,0.0
-2.393,0.3252,0.596,0.4856,0.01779,17.94,0.3074,0.003023,0.00235,0.638,5.37,6.227,1.0
-2.848,0.3042,0.5464,0.4424,0.014465,19.77,0.322,0.002827,0.0005865,0.3562,4.883,7.688,2.0
-6.188,0.3215,0.3809,0.4722,0.016,18.39,0.05252,5.8e-05,1.26e-05,0.1179,4.75,8.516,3.0
-2.94,0.313,0.6855,0.4495,0.02129,19.39,0.715,0.01657,0.002565,0.4387,3.664,5.465,4.0
-11.15,0.3228,0.342,0.4456,0.02316,22.64,0.0839,0.0001062,2e-07,0.00971,1.457,6.832,0.0
-1.016,0.3162,0.561,0.4702,0.0179,18.17,0.2595,0.002037,0.001246,0.511,5.215,6.457,1.0
-11.375,0.3179,0.2206,0.457,0.02325,16.16,0.001414,0.0,0.0,0.001719,1.834,8.97,2.0
