like1,like2,like3,like4,like5,like6,like7,like8,like9,like10,like11,like12,like13,like14,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
10.26,37.66,13.52,2.63,0.4062,0.05612,0.00729,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.358,0.1582,0.1832,0.01587,8.94,38.2,13.53,2.63,0.4062,0.05612,0.00729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.77,41.0,11.56,1.696,0.194,0.01968,0.00187,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3562,0.1486,0.1917,0.00843,10.42,41.53,11.57,1.696,0.194,0.01968,0.00187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.996,43.47,9.14,0.953,0.076,0.005325,0.0003474,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3545,0.139,0.2001,0.00099,12.2,44.0,9.15,0.953,0.076,0.005325,0.0003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.754,39.16,5.4,0.3494,0.01689,0.00071,2.76e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.353,0.1294,0.2085,0.00645,13.445,39.7,5.41,0.3494,0.0169,0.00071,2.76e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.47,33.16,2.74,0.09955,0.002634,5.98e-05,1.25e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3513,0.1198,0.2168,0.01389,14.73,33.7,2.748,0.0997,0.002636,5.98e-05,1.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.979,26.61,1.1875,0.0216,0.0002778,3e-06,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3499,0.1102,0.2252,0.02133,16.22,27.14,1.196,0.02173,0.0002792,3.04e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.243,19.86,0.4175,0.003222,1.65e-05,6e-08,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3481,0.1006,0.2336,0.02876,17.95,20.39,0.4253,0.003342,1.794e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.703,16.75,0.3074,0.002228,1.09e-05,6e-08,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3467,0.109,0.2421,0.02379,23.89,17.28,0.3154,0.00235,1.234e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.39,14.47,0.2451,0.0017605,8.76e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.345,0.1186,0.2505,0.01636,30.6,15.0,0.2532,0.001882,1.02e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.12,12.45,0.1942,0.001361,6.74e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3435,0.1282,0.2588,0.00891,37.3,12.984,0.2021,0.001482,8.1e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.62,10.67,0.1528,0.001029,4.9e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3418,0.1378,0.2673,0.001471,43.8,11.2,0.1608,0.001149,6.26e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.81,8.02,0.09845,0.000572,2.15e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.34,0.1473,0.2756,0.00597,47.0,8.555,0.10645,0.000693,3.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29.23,5.793,0.05914,0.0002685,4e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3386,0.157,0.284,0.01341,48.44,6.324,0.06714,0.000389,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,1.0
29.66,4.13,0.03412,9.53e-05,5e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.337,0.1666,0.2925,0.02084,48.84,4.66,0.0421,0.0002159,9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-07,1.0
29.2,2.89,0.01831,2.1e-06,9.5e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3354,0.1761,0.3008,0.02829,48.4,3.424,0.02628,0.00011843,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8e-06,1.0
30.8,2.28,0.011406,3.97e-05,1.13e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3337,0.1858,0.3093,0.02428,50.0,2.81,0.01938,8.09e-05,3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59e-05,1.0
32.62,1.848,0.00698,6.205e-05,1.2e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3323,0.1954,0.3176,0.01683,51.84,2.379,0.01495,5.85e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0005474,1.0
33.9,1.476,0.003506,7.87e-05,1.25e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3306,0.205,0.326,0.00939,53.12,2.008,0.011475,4.184e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-07,0.003576,1.0
34.66,1.155,0.0007844,9.09e-05,1.3e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.329,0.2146,0.3345,0.00195,53.84,1.6875,0.00876,2.97e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05e-06,0.01895,1.0
32.0,0.7334,0.00234,0.00010383,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.312,0.3274,0.2242,0.3428,0.00549,51.22,1.266,0.00563,1.67e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.905e-05,0.0569,1.0
28.16,0.3774,0.004578,0.00011194,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.242,0.3257,0.2338,0.3513,0.01293,47.34,0.9097,0.003395,8.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002156,0.1265,1.0
24.25,0.11884,0.00594,0.00011617,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.125,0.3242,0.2434,0.3596,0.02037,43.44,0.651,0.002033,4.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007896,0.2429,1.0
20.38,0.0682,0.006763,0.0001183,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,5.96,0.3225,0.253,0.3682,0.02782,39.56,0.4639,0.00121,2.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.002453,0.4092,1.0
18.55,0.1664,0.007133,0.0001192,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.816,5.484,0.321,0.2627,0.3765,0.02475,37.75,0.3657,0.000837,1.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.009,0.884,1.0
17.38,0.2323,0.00736,0.0001196,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.793,4.37,0.3193,0.2722,0.3848,0.0173,36.56,0.2998,0.000614,9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,0.033,1.997,1.0
16.03,0.2876,0.007526,0.00012,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.72,2.281,0.3179,0.2817,0.3933,0.00987,35.25,0.2446,0.000447,6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.154e-05,0.107,4.09,1.0
14.56,0.3335,0.00765,0.00012016,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7275,4.516,1.272,0.3162,0.2915,0.4016,0.00243,33.75,0.1987,0.0003233,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002153,0.3105,7.64,1.0
11.41,0.387,0.00777,0.00012034,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.727,4.223,2.88,0.3147,0.301,0.4102,0.00501,30.61,0.1453,0.0001996,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007634,0.603,9.25,1.0
7.746,0.4314,0.00786,0.00012046,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.726,3.906,2.365,0.313,0.3105,0.4185,0.01245,26.94,0.1007,0.0001136,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00213,0.9204,8.734,1.0
4.41,0.4626,0.007904,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.7227,3.537,1.298,0.3115,0.3203,0.4268,0.01988,23.61,0.0694,6.42e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.005333,1.289,7.668,1.0
1.391,0.4846,0.007935,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.716,3.162,0.08295,0.3098,0.3298,0.4353,0.02733,20.6,0.0476,3.594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.01208,1.663,6.285,1.0
0.4512,0.4963,0.00795,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.6963,2.176,0.379,0.308,0.3394,0.4436,0.02522,18.75,0.03574,2.307e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-07,0.03165,2.65,6.75,1.0
1.744,0.504,0.00796,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003906,0.641,0.2067,1.848,0.3066,0.3489,0.4521,0.01779,17.45,0.02812,1.585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-06,0.0869,4.62,8.22,1.0
3.018,0.5103,0.00796,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003891,0.508,2.703,3.072,0.305,0.3586,0.4604,0.01035,16.17,0.02202,1.085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97e-05,0.2202,7.53,9.445,1.0
4.26,0.515,0.007965,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003828,0.2108,6.7,3.898,0.3035,0.3682,0.4688,0.00291,14.93,0.01714,7.33e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27e-05,0.517,11.52,10.266,1.0
6.08,0.52,0.007965,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003647,0.1741,7.832,1.343,0.3018,0.3777,0.4773,0.004528,13.12,0.0121,4.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002642,0.9023,12.66,7.71,1.0
8.05,0.524,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00322,0.5444,6.207,1.878,0.3003,0.3875,0.4856,0.01197,11.15,0.00802,2.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006914,1.272,11.03,4.492,1.0
9.16,0.5254,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00271,0.692,4.176,3.482,0.3015,0.397,0.4941,0.01941,10.04,0.006584,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001202,1.42,9.0,2.887,1.0
9.45,0.525,0.00797,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.002554,0.5347,2.312,4.18,0.303,0.4065,0.4976,0.02686,9.74,0.007034,2.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001356,1.263,7.14,2.191,1.0
7.777,0.5186,0.007965,0.0001206,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003122,0.1647,2.082,3.266,0.3047,0.4163,0.4893,0.02571,11.42,0.013794,7.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007887,0.8926,6.906,3.104,1.0
5.6,0.505,0.00795,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00339,0.001594,2.916,1.26,0.3062,0.4258,0.4807,0.01826,13.59,0.0274,2.396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005217,0.7266,7.742,5.11,1.0
3.252,0.4802,0.0079,0.00012046,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003565,0.1456,3.527,1.522,0.3079,0.4353,0.4724,0.01083,15.945,0.05194,7.51e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0003462,0.5825,8.35,7.89,1.0
0.7466,0.4377,0.00775,0.0001201,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003681,0.267,3.885,5.13,0.3093,0.445,0.4639,0.00339,18.45,0.09436,0.0002186,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0002307,0.461,8.71,11.5,1.0
1.05,0.3801,0.007446,0.00011903,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00378,0.4333,2.082,5.598,0.311,0.4546,0.4556,0.00405,20.25,0.152,0.000527,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001312,0.2947,6.906,11.97,1.0
2.035,0.3118,0.006893,0.0001161,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.003845,0.5703,0.4785,2.992,0.3125,0.464,0.4473,0.01149,21.23,0.2205,0.001077,4.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.55e-05,0.1576,4.348,9.36,1.0
2.832,0.2231,0.005894,0.00010866,1.3e-06,0.0,0.0,0.0,0.0,6e-08,0.003878,0.6445,2.156,0.638,0.3142,0.4739,0.4387,0.01894,22.03,0.309,0.002077,1.186e-05,6e-08,0.0,0.0,0.0,0.0,0.0,3.29e-05,0.08356,2.67,7.008,1.0
3.438,0.1124,0.004177,9.12e-05,1.2e-06,0.0,0.0,0.0,0.0,6e-08,0.003895,0.684,3.225,1.33,0.316,0.4834,0.4304,0.02637,22.64,0.4197,0.003796,2.93e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,1.657e-05,0.04404,1.603,5.04,1.0
4.746,0.06525,0.000581,4.2e-05,6e-07,0.0,0.0,0.0,0.0,6e-08,0.0039,0.7,3.64,1.809,0.3174,0.493,0.4219,0.02618,23.94,0.597,0.007393,7.85e-05,8e-07,0.0,0.0,0.0,0.0,0.0,9.8e-06,0.02791,1.185,4.562,1.0
6.848,0.3574,0.007343,0.00010675,1.8e-06,0.0,0.0,0.0,0.0,6e-08,0.003904,0.707,3.756,1.221,0.319,0.5024,0.4136,0.01875,26.05,0.8896,0.01531,0.0002273,3.2e-06,6e-08,0.0,0.0,0.0,0.0,6.74e-06,0.02112,1.07,5.15,1.0
8.92,0.7593,0.0224,0.000498,1.06e-05,2e-07,0.0,0.0,0.0,6e-08,0.003906,0.712,3.875,0.7305,0.3206,0.512,0.4053,0.01131,28.11,1.292,0.03038,0.000618,1.2e-05,2.4e-07,0.0,0.0,0.0,0.0,4.65e-06,0.01593,0.951,5.64,1.0
10.94,1.299,0.04987,0.001466,4.01e-05,1e-06,0.0,0.0,0.0,6e-08,0.003906,0.716,3.992,0.3623,0.3223,0.522,0.3967,0.00387,30.14,1.831,0.05783,0.001587,4.15e-05,1.1e-06,0.0,0.0,0.0,0.0,3.2e-06,0.011986,0.8335,6.008,1.0
11.766,1.833,0.0873,0.003223,0.0001107,3.64e-06,1e-07,0.0,0.0,6e-08,0.00391,0.7207,4.242,1.508,0.3237,0.5312,0.3884,0.00357,30.97,2.365,0.0952,0.003344,0.00011206,3.7e-06,1e-07,0.0,0.0,0.0,1.97e-06,0.00753,0.5825,4.86,1.0
11.23,2.238,0.1268,0.005615,0.0002321,9.3e-06,3.6e-07,0.0,0.0,6e-08,0.00391,0.724,4.508,3.438,0.3254,0.541,0.38,0.01101,30.42,2.77,0.1348,0.005737,0.0002335,9.36e-06,3.6e-07,0.0,0.0,0.0,1e-06,0.003893,0.3188,2.932,1.0
10.53,2.648,0.1765,0.00927,0.000456,2.19e-05,1e-06,0.0,0.0,6e-08,0.00391,0.726,4.652,4.637,0.327,0.551,0.3716,0.01845,29.73,3.182,0.1844,0.009384,0.0004575,2.193e-05,1e-06,0.0,0.0,0.0,5.4e-07,0.002012,0.1729,1.733,1.0
9.7,3.057,0.2368,0.01457,0.0008445,4.786e-05,2.7e-06,0.0,0.0,6e-08,0.00391,0.727,4.734,5.363,0.3286,0.56,0.363,0.0259,28.89,3.59,0.2448,0.014694,0.000846,4.786e-05,2.7e-06,0.0,0.0,0.0,3e-07,0.00104,0.0929,1.005,1.0
9.7,3.725,0.3406,0.02509,0.001749,0.00011957,8.1e-06,0.0,0.0,6e-08,0.00391,0.7275,4.766,5.645,0.33,0.57,0.3547,0.02667,28.9,4.258,0.3486,0.0252,0.00175,0.00011957,8.1e-06,0.0,0.0,0.0,2e-07,0.000636,0.06055,0.7236,1.0
10.79,4.863,0.5386,0.04892,0.004227,0.0003588,3.03e-05,0.0,0.0,6e-08,0.00391,0.7275,4.777,5.688,0.3318,0.5796,0.3464,0.01923,29.98,5.4,0.5464,0.049,0.004227,0.000359,3.03e-05,0.0,0.0,0.0,1e-07,0.000478,0.05014,0.6836,1.0
11.79,6.21,0.827,0.0918,0.009735,0.001016,0.0001054,0.0,0.0,6e-08,0.00391,0.7275,4.785,5.73,0.3335,0.589,0.338,0.01179,30.98,6.742,0.835,0.0919,0.009735,0.001016,0.0001054,0.0,0.0,0.0,1e-07,0.0003598,0.04132,0.637,1.0
12.695,7.777,1.238,0.1664,0.02144,0.002722,0.0003433,0.0,0.0,6e-08,0.00391,0.7275,4.793,5.78,0.335,0.5986,0.3296,0.00435,31.89,8.305,1.246,0.1665,0.02144,0.002722,0.0003433,0.0,0.0,0.0,6e-08,0.0002713,0.03387,0.587,1.0
12.52,8.97,1.649,0.258,0.0388,0.005753,0.000848,0.0,0.0,6e-08,0.00391,0.728,4.805,5.938,0.3367,0.6084,0.321,0.00309,31.72,9.5,1.657,0.2583,0.03882,0.005753,0.000848,0.0,0.0,0.0,6e-08,0.0001758,0.02298,0.4304,1.0
10.914,9.31,1.886,0.3262,0.0543,0.00892,0.001456,0.0,0.0,6e-08,0.00391,0.728,4.812,6.14,0.3381,0.6177,0.3127,0.01053,30.11,9.84,1.894,0.3264,0.0543,0.00892,0.001456,0.0,0.0,0.0,0.0,9.185e-05,0.01197,0.2305,1.0
9.3,9.555,2.113,0.401,0.07324,0.01321,0.002369,0.0,0.0,6e-08,0.00391,0.728,4.82,6.246,0.3398,0.6274,0.3044,0.01797,28.5,10.086,2.121,0.401,0.07324,0.01321,0.002369,0.0,0.0,0.0,0.0,4.816e-05,0.00622,0.1223,1.0
7.695,9.69,2.326,0.4795,0.0954,0.01874,0.003662,0.0,0.0,6e-08,0.00391,0.728,4.824,6.305,0.3413,0.637,0.296,0.0254,26.89,10.23,2.334,0.4795,0.0954,0.01874,0.003662,0.0,0.0,0.0,0.0,2.533e-05,0.003227,0.0644,1.0
6.848,10.33,2.738,0.627,0.1385,0.03027,0.006584,0.0,0.0,6e-08,0.00391,0.728,4.824,6.33,0.343,0.6465,0.2876,0.02715,26.05,10.87,2.746,0.627,0.1385,0.03027,0.006584,0.0,0.0,0.0,0.0,1.54e-05,0.001984,0.0411,1.0
7.152,12.01,3.643,0.962,0.2456,0.06204,0.0156,0.0,0.0,6e-08,0.00391,0.728,4.824,6.332,0.3445,0.6562,0.279,0.01971,26.34,12.54,3.65,0.962,0.2456,0.06204,0.0156,0.0,0.0,0.0,0.0,1.186e-05,0.001605,0.03598,1.0
7.406,13.81,4.77,1.443,0.4229,0.1226,0.0354,0.0,0.0,6e-08,0.00391,0.728,4.824,6.34,0.3462,0.666,0.2708,0.01227,26.6,14.34,4.777,1.443,0.4229,0.1226,0.0354,0.0,0.0,0.0,0.0,9.1e-06,0.001298,0.0313,1.0
7.605,15.75,6.156,2.121,0.7085,0.2343,0.0772,0.0,0.0,6e-08,0.00391,0.728,4.824,6.344,0.348,0.6753,0.2625,0.00483,26.8,16.28,6.164,2.121,0.7085,0.2343,0.0772,0.0,0.0,0.0,0.0,7.1e-06,0.001049,0.02713,1.0
7.062,16.88,7.242,2.752,1.015,0.3706,0.1349,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.3494,0.685,0.254,0.00261,26.27,17.4,7.25,2.752,1.015,0.3706,0.1349,0.0,0.0,0.0,0.0,4.8e-06,0.0007257,0.0195,1.0
5.277,16.25,7.277,2.889,1.114,0.4258,0.1622,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.351,0.695,0.2456,0.01005,24.47,16.78,7.285,2.89,1.114,0.4258,0.1622,0.0,0.0,0.0,0.0,2.6e-06,0.0003762,0.009964,1.0
3.664,15.6,7.215,2.953,1.175,0.463,0.1819,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.3525,0.696,0.2372,0.01749,22.86,16.14,7.223,2.955,1.175,0.463,0.1819,0.0,0.0,0.0,0.0,1.2e-06,0.0001729,0.00469,1.0
2.201,15.0,7.086,2.953,1.195,0.4785,0.191,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3542,0.686,0.2288,0.02493,21.39,15.53,7.094,2.953,1.195,0.4785,0.191,0.0,0.0,0.0,0.0,4e-07,6.66e-05,0.001946,1.0
1.245,15.08,7.43,3.22,1.3545,0.564,0.234,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3557,0.677,0.2203,0.02763,20.44,15.61,7.438,3.22,1.3545,0.564,0.234,0.0,0.0,0.0,0.0,2e-07,2.867e-05,0.000925,1.0
1.28,16.75,9.01,4.27,1.961,0.891,0.4036,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3574,0.667,0.2119,0.02019,20.47,17.28,9.016,4.27,1.961,0.891,0.4036,0.0,0.0,0.0,0.0,6e-08,1.615e-05,0.000607,1.0
1.246,18.52,10.86,5.613,2.812,1.393,0.6865,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.359,0.657,0.2036,0.01275,20.44,19.05,10.87,5.613,2.812,1.393,0.6865,0.0,0.0,0.0,0.0,6e-08,8.8e-06,0.0003853,1.0
1.141,20.34,13.01,7.324,3.992,2.15,1.154,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3606,0.648,0.1952,0.00531,20.34,20.89,13.016,7.324,3.992,2.15,1.154,0.0,0.0,0.0,0.0,0.0,4.65e-06,0.0002365,1.0
0.5396,21.31,14.52,8.71,5.05,2.893,1.649,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3623,0.638,0.1868,0.00213,19.73,21.84,14.53,8.71,5.05,2.893,1.649,0.0,0.0,0.0,0.0,0.0,2.1e-06,0.0001207,1.0
1.101,19.9,13.734,8.305,4.848,2.795,1.604,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3638,0.6284,0.1783,0.00957,18.1,20.44,13.74,8.305,4.848,2.795,1.604,0.0,0.0,0.0,0.0,0.0,6.6e-07,4.095e-05,1.0
2.666,18.5,12.91,7.85,4.61,2.672,1.54,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3655,0.619,0.1699,0.01701,16.53,19.03,12.914,7.85,4.61,2.672,1.54,0.0,0.0,0.0,0.0,0.0,2e-07,1.335e-05,1.0
4.156,17.11,12.05,7.363,4.34,2.523,1.459,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.367,0.6094,0.1615,0.02444,15.04,17.64,12.055,7.363,4.34,2.523,1.459,0.0,0.0,0.0,0.0,0.0,6e-08,4.23e-06,1.0
5.305,16.34,11.82,7.39,4.445,2.639,1.557,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3687,0.5996,0.1532,0.0281,13.89,16.88,11.83,7.39,4.445,2.639,1.557,0.0,0.0,0.0,0.0,0.0,0.0,1.43e-06,1.0
4.69,17.84,13.26,8.516,5.26,3.203,1.938,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.37,0.5903,0.1553,0.02068,14.5,18.38,13.266,8.516,5.26,3.203,1.938,0.0,0.0,0.0,0.0,0.0,0.0,1.67e-06,1.0
3.412,19.67,14.555,9.305,5.72,3.459,2.08,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3718,0.5806,0.1637,0.01323,15.78,20.2,14.56,9.305,5.72,3.459,2.08,0.0,0.0,0.0,0.0,0.0,6e-08,3.16e-06,1.0
2.033,21.6,15.875,10.08,6.137,3.68,2.19,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3733,0.571,0.172,0.00579,17.16,22.12,15.88,10.08,6.137,3.68,2.19,0.0,0.0,0.0,0.0,0.0,6e-08,6e-06,1.0
0.854,22.86,16.38,10.12,5.992,3.49,2.018,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.375,0.5615,0.1804,0.00165,18.34,23.39,16.39,10.12,5.992,3.49,2.018,0.0,0.0,0.0,0.0,0.0,1e-07,1.013e-05,1.0
0.7124,21.4,14.11,7.984,4.324,2.3,1.216,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3767,0.552,0.1888,0.00909,18.48,21.94,14.12,7.984,4.324,2.3,1.216,0.0,0.0,0.0,0.0,0.0,1e-07,1.127e-05,1.0
0.585,19.97,12.08,6.24,3.078,1.492,0.718,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3782,0.542,0.1973,0.01653,18.61,20.5,12.086,6.24,3.078,1.492,0.718,0.0,0.0,0.0,0.0,0.0,1e-07,1.246e-05,1.0
0.4727,18.55,10.266,4.82,2.162,0.951,0.415,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.38,0.5327,0.2057,0.02397,18.72,19.08,10.27,4.82,2.162,0.951,0.415,0.0,0.0,0.0,0.0,0.0,1e-07,1.37e-05,1.0
0.1079,17.67,9.03,3.9,1.605,0.648,0.2593,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3813,0.523,0.214,0.0286,19.1,18.2,9.04,3.9,1.605,0.648,0.2593,0.0,0.0,0.0,0.0,0.0,1e-07,1.657e-05,1.0
1.457,18.98,9.45,3.973,1.588,0.622,0.2416,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.383,0.513,0.2224,0.02115,20.66,19.52,9.46,3.973,1.588,0.622,0.2416,0.0,0.0,0.0,0.0,0.0,2.4e-07,3.04e-05,1.0
3.13,20.31,9.83,4.0,1.547,0.586,0.2197,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3845,0.504,0.2308,0.01371,22.33,20.84,9.836,4.0,1.547,0.586,0.2197,0.0,0.0,0.0,0.0,0.0,4e-07,5.55e-05,1.0
4.92,21.64,10.125,3.977,1.482,0.5405,0.1951,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3862,0.4941,0.2393,0.00627,24.12,22.17,10.13,3.979,1.482,0.5405,0.1951,0.0,0.0,0.0,0.0,0.0,7e-07,0.00010085,1.0
6.53,22.4,9.99,3.727,1.317,0.4548,0.1555,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3877,0.4846,0.2477,0.00117,25.73,22.94,10.0,3.727,1.317,0.4548,0.1555,0.0,0.0,0.0,0.0,0.0,1.13e-06,0.000168,1.0
