like1,like2,like3,like4,like5,like6,like7,like8,like9,like10,like11,like12,like13,like14,parn,parD,parq,parLambda,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,chain
6.56,20.31,8.09,2.682,0.8403,0.257,0.07776,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3894,0.475,0.256,0.008606,25.75,20.84,8.1,2.682,0.8403,0.257,0.07776,0.0,0.0,0.0,0.0,0.0,1.2e-06,0.0001795,1.0
6.566,18.31,6.496,1.903,0.526,0.1418,0.0378,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.391,0.4653,0.2644,0.01605,25.77,18.84,6.504,1.903,0.526,0.1418,0.0378,0.0,0.0,0.0,0.0,0.0,1.25e-06,0.0001911,1.0
6.55,16.42,5.164,1.331,0.3228,0.07635,0.01784,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3926,0.4558,0.273,0.02348,25.75,16.97,5.17,1.331,0.3228,0.07635,0.01784,0.0,0.0,0.0,0.0,0.0,1.4e-06,0.0002024,1.0
6.754,14.94,4.18,0.951,0.2034,0.04233,0.008705,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.3943,0.4463,0.2812,0.02907,25.95,15.47,4.188,0.951,0.2034,0.04233,0.008705,0.0,0.0,0.0,0.0,0.0,1.5e-06,0.0002278,1.0
8.695,15.45,4.066,0.8677,0.1735,0.03375,0.00648,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3958,0.4365,0.2896,0.02164,27.89,15.99,4.074,0.8677,0.1735,0.03375,0.00648,0.0,0.0,0.0,0.0,0.0,2.44e-06,0.0004027,1.0
10.76,15.9,3.914,0.7783,0.1447,0.02612,0.004658,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.3975,0.427,0.298,0.01419,29.95,16.44,3.922,0.7783,0.1447,0.02614,0.004658,0.0,0.0,0.0,0.0,0.0,4e-06,0.000709,1.0
12.945,16.25,3.723,0.685,0.1177,0.0196,0.003222,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.399,0.4175,0.3064,0.006752,32.12,16.78,3.73,0.685,0.1177,0.0196,0.003222,0.0,0.0,0.0,0.0,0.0,6.5e-06,0.001243,1.0
15.016,16.28,3.424,0.5757,0.0901,0.013664,0.00204,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4006,0.4077,0.315,0.00069,34.22,16.81,3.432,0.5757,0.0901,0.013664,0.00204,0.0,0.0,0.0,0.0,0.0,1.01e-05,0.002068,1.0
14.82,14.08,2.535,0.3616,0.04785,0.00613,0.000773,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.402,0.3982,0.3232,0.00813,34.03,14.61,2.543,0.3618,0.04785,0.00613,0.000773,0.0,0.0,0.0,0.0,0.0,1.04e-05,0.002136,1.0
14.59,12.08,1.851,0.2222,0.02467,0.00265,0.0002797,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4038,0.3887,0.3315,0.01557,33.78,12.61,1.858,0.2223,0.02467,0.00265,0.0002797,0.0,0.0,0.0,0.0,0.0,1.06e-05,0.002197,1.0
14.336,10.266,1.329,0.1334,0.01233,0.0011,9.644e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4055,0.379,0.34,0.02301,33.53,10.8,1.338,0.1335,0.01233,0.0011,9.644e-05,0.0,0.0,0.0,0.0,0.0,1.08e-05,0.002253,1.0
14.195,8.73,0.9517,0.07947,0.00609,0.0004492,3.254e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.407,0.3694,0.3484,0.02956,33.38,9.26,0.9595,0.0796,0.00609,0.0004494,3.254e-05,0.0,0.0,0.0,0.0,0.0,1.127e-05,0.002375,1.0
16.42,8.52,0.8267,0.06094,0.00411,0.0002666,1.7e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4087,0.3599,0.357,0.02211,35.62,9.055,0.8345,0.06107,0.004112,0.0002666,1.7e-05,0.0,0.0,0.0,0.0,0.0,1.776e-05,0.004066,1.0
18.77,8.234,0.704,0.0454,0.002668,0.0001506,8.34e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4102,0.35,0.3652,0.01467,37.97,8.77,0.712,0.04553,0.00267,0.0001506,8.34e-06,0.0,0.0,0.0,0.0,0.0,2.79e-05,0.006947,1.0
21.2,7.88,0.5874,0.03278,0.00166,8.05e-05,3.8e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.36,0.4119,0.3406,0.3735,0.00723,40.4,8.414,0.595,0.0329,0.001661,8.05e-05,3.8e-06,0.0,0.0,0.0,0.0,0.0,4.36e-05,0.01182,1.0
23.67,7.418,0.4758,0.02266,0.0009756,4.01e-05,1.6e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.4133,0.331,0.382,0.0002098,42.88,7.953,0.4836,0.02278,0.0009775,4.02e-05,1.6e-06,0.0,0.0,0.0,0.0,0.0,6.69e-05,0.01974,1.0
23.06,5.9,0.301,0.01127,0.0003796,1.216e-05,3.6e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.348,0.415,0.3213,0.3904,0.00765,42.25,6.43,0.309,0.01139,0.0003808,1.216e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,6.616e-05,0.01982,1.0
22.4,4.6,0.1843,0.00535,0.0001392,3.4e-06,6e-08,0.0,0.0,6e-08,0.00391,0.728,4.824,6.348,0.4165,0.3118,0.399,0.01509,41.6,5.133,0.1923,0.00547,0.0001405,3.46e-06,6e-08,0.0,0.0,0.0,0.0,0.0,6.515e-05,0.01984,1.0
21.7,3.512,0.1084,0.002396,4.75e-05,9e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.348,0.4182,0.3022,0.4072,0.02254,40.9,4.043,0.11633,0.002516,4.894e-05,9e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.384e-05,0.01979,1.0
20.94,2.607,0.06027,0.000982,1.454e-05,2e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.35,0.4197,0.2927,0.4155,0.02997,40.12,3.139,0.06824,0.001102,1.6e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.22e-05,0.01968,1.0
23.16,2.248,0.04034,0.0004964,5.6e-06,6e-08,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.336,0.4214,0.283,0.424,0.02258,42.34,2.78,0.04834,0.0006166,7.03e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,9.406e-05,0.03278,1.0
25.44,1.888,0.02502,0.0002055,1.5e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.316,0.423,0.2734,0.4324,0.01515,44.62,2.42,0.033,0.0003262,2.86e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001416,0.05457,1.0
27.75,1.532,0.01364,4.11e-05,3e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.277,0.4246,0.264,0.441,0.00771,46.94,2.064,0.0216,0.0001616,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002118,0.09064,1.0
30.06,1.191,0.005547,4.59e-05,1e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.22,0.4263,0.2542,0.4492,0.0002701,49.25,1.724,0.01352,7.46e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000315,0.15,1.0
28.81,0.684,0.001493,9.66e-05,1.3e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.22,0.4277,0.2446,0.4578,0.00717,48.0,1.217,0.006477,2.39e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003026,0.15,1.0
27.34,0.2986,0.005066,0.0001136,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.223,0.4294,0.235,0.466,0.01461,46.53,0.8306,0.002907,6.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000284,0.1469,1.0
25.8,0.01797,0.00675,0.00011873,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.227,0.431,0.2255,0.4744,0.02205,45.0,0.5503,0.001223,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002644,0.1434,1.0
24.16,0.1803,0.007492,0.0001201,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.23,0.4326,0.2158,0.483,0.0295,43.34,0.3518,0.0004783,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244,0.1398,1.0
25.39,0.2837,0.00776,0.00012046,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.15,0.434,0.2062,0.4912,0.02307,44.6,0.2483,0.0002117,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003383,0.2208,1.0
26.72,0.3628,0.00789,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.008,0.4358,0.1967,0.4998,0.01563,45.9,0.1692,8.655e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004785,0.3608,1.0
31.28,0.3262,0.007866,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.15,0.4375,0.187,0.492,0.008194,50.47,0.206,0.00010467,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001428,0.2202,1.0
36.3,0.2754,0.00784,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.258,0.439,0.1774,0.4836,0.00075,55.5,0.2568,0.0001309,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.266e-05,0.1127,1.0
37.72,0.2534,0.00784,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.34,0.4407,0.1678,0.475,0.00669,56.9,0.2788,0.0001316,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93e-06,0.03082,1.0
38.5,0.2354,0.00784,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.4421,0.1582,0.4668,0.01413,57.7,0.2969,0.0001266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.00664,1.0
39.03,0.2175,0.00785,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4438,0.1486,0.4583,0.02158,58.22,0.3145,0.00011885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001148,1.0
39.28,0.2006,0.007866,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4453,0.139,0.45,0.029,58.47,0.3315,0.0001083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001522,1.0
43.06,0.1371,0.00786,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.447,0.1294,0.4417,0.02354,62.25,0.395,0.00011563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.295e-05,1.0
47.22,0.05585,0.00785,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4485,0.1198,0.433,0.01611,66.44,0.4763,0.0001218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-06,1.0
51.0,0.03677,0.00785,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4502,0.1102,0.4248,0.00867,70.2,0.569,0.0001214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,1.0
54.03,0.1393,0.00786,0.0001205,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.452,0.1006,0.4163,0.00123,73.25,0.6714,0.000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46.84,0.7676,0.007324,0.0001204,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4534,0.109,0.408,0.00621,66.0,1.3,0.0006456,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39.3,1.687,0.005077,0.0001189,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.455,0.1186,0.3997,0.01365,58.53,2.219,0.002893,1.67e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32.72,2.844,0.001861,0.00010705,1.4e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4565,0.1282,0.391,0.02109,51.9,3.377,0.009834,1.35e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.89,4.164,0.0189,4.4e-05,1.25e-06,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4583,0.1378,0.3828,0.02853,46.1,4.695,0.02687,7.66e-05,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.28,6.32,0.0658,0.0002952,4e-07,0.0,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4597,0.1473,0.3743,0.02403,43.47,6.85,0.0738,0.0004158,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.48,9.18,0.1758,0.001779,1.42e-05,1e-07,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4614,0.157,0.366,0.01659,41.7,9.71,0.1837,0.0019,1.556e-05,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.81,12.586,0.399,0.00705,0.00010014,1.25e-06,0.0,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.463,0.1666,0.3577,0.00915,40.0,13.12,0.407,0.007168,0.00010157,1.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.27,16.5,0.81,0.02296,0.00053,1.1e-05,2.4e-07,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4646,0.1761,0.349,0.00171,38.47,17.03,0.8184,0.02309,0.000531,1.11e-05,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.75,18.55,1.269,0.05157,0.001727,5.27e-05,1.55e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4663,0.1858,0.3408,0.00573,34.94,19.08,1.276,0.0517,0.001729,5.275e-05,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.06,19.55,1.757,0.09644,0.004406,0.0001847,7.4e-06,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4678,0.1954,0.3323,0.01317,31.27,20.08,1.765,0.09656,0.00441,0.0001847,7.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.8,20.1,2.293,0.1636,0.00981,0.0005426,2.867e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4695,0.205,0.324,0.02061,28.0,20.62,2.3,0.1637,0.00981,0.0005426,2.867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.902,20.25,2.842,0.2551,0.01942,0.00137,9.27e-05,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.471,0.2146,0.3157,0.02805,25.1,20.78,2.85,0.2551,0.01942,0.00137,9.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.61,22.42,3.977,0.4607,0.04572,0.00422,0.0003746,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4727,0.2242,0.3071,0.0245,23.8,22.95,3.984,0.461,0.04572,0.00422,0.0003746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.85,25.44,5.676,0.845,0.1086,0.01303,0.001507,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.474,0.2338,0.2988,0.01707,23.05,25.97,5.684,0.845,0.1086,0.01303,0.001507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.143,28.45,7.832,1.467,0.2386,0.0364,0.00536,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4758,0.2434,0.2903,0.00963,22.34,28.98,7.84,1.467,0.2386,0.0364,0.00536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.48,31.47,10.5,2.424,0.49,0.0931,0.0171,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4773,0.253,0.282,0.00219,21.67,32.0,10.51,2.424,0.49,0.0931,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7837,30.95,11.71,3.111,0.7285,0.1606,0.03436,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.479,0.2627,0.2734,0.00525,19.98,31.48,11.72,3.113,0.7285,0.1606,0.03436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.159,28.86,11.96,3.523,0.92,0.2269,0.05435,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4807,0.2722,0.2651,0.01269,18.03,29.39,11.97,3.523,0.92,0.2269,0.05435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.896,26.69,11.96,3.857,1.107,0.3013,0.0797,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4822,0.2817,0.2568,0.02013,16.3,27.22,11.97,3.857,1.107,0.3013,0.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.453,24.52,11.75,4.098,1.277,0.3784,0.1092,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.484,0.2915,0.2484,0.02757,14.74,25.05,11.76,4.098,1.277,0.3784,0.1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.16,24.8,13.2,5.176,1.822,0.611,0.1998,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4854,0.301,0.24,0.025,14.04,25.33,13.21,5.176,1.822,0.611,0.1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.492,26.2,15.734,7.03,2.836,1.092,0.4102,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.487,0.3105,0.2316,0.01755,13.7,26.73,15.74,7.03,2.836,1.092,0.4102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.805,27.55,18.5,9.34,4.277,1.873,0.8013,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4885,0.3203,0.2231,0.01011,13.39,28.08,18.52,9.34,4.277,1.873,0.8013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.094,28.84,21.5,12.18,6.277,3.1,1.497,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4902,0.3298,0.2147,0.00267,13.1,29.38,21.52,12.18,6.277,3.1,1.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.97,27.31,21.44,12.88,7.074,3.729,1.924,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4917,0.3394,0.2063,0.00477,12.23,27.84,21.44,12.88,7.074,3.729,1.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.07,24.39,19.53,12.055,6.816,3.707,1.976,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4934,0.3489,0.198,0.01221,11.125,24.92,19.55,12.055,6.816,3.707,1.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.07,21.72,17.64,11.12,6.434,3.586,1.962,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.495,0.3586,0.1896,0.01965,10.125,22.25,17.66,11.12,6.434,3.586,1.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.97,19.28,15.82,10.11,5.957,3.385,1.889,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4966,0.3682,0.1812,0.02708,9.23,19.81,15.83,10.11,5.957,3.385,1.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.39,18.73,16.14,10.9,6.8,4.1,2.43,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4983,0.3777,0.1727,0.02547,8.805,19.27,16.14,10.9,6.8,4.1,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.54,19.28,17.84,13.05,8.836,5.79,3.732,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4998,0.3875,0.1643,0.01804,8.66,19.81,17.86,13.05,8.836,5.79,3.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.61,19.89,19.64,15.414,11.25,7.95,5.527,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4985,0.397,0.156,0.01059,8.586,20.42,19.64,15.414,11.25,7.95,5.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.305,21.02,21.64,17.86,13.73,10.234,7.516,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.497,0.4065,0.1525,0.00315,8.89,21.55,21.66,17.86,13.73,10.234,7.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.47,21.5,21.16,16.78,12.44,8.95,6.348,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4954,0.4163,0.1609,0.00429,9.73,22.03,21.16,16.78,12.44,8.95,6.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.94,20.5,18.7,13.82,9.56,6.43,4.266,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.494,0.4258,0.1692,0.01173,10.26,21.03,18.7,13.82,9.56,6.43,4.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.44,19.44,16.44,11.31,7.3,4.586,2.842,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4922,0.4353,0.1776,0.01917,10.76,19.97,16.45,11.31,7.3,4.586,2.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.98,18.36,14.38,9.2,5.54,3.246,1.878,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4907,0.445,0.186,0.02661,11.22,18.89,14.39,9.2,5.54,3.246,1.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.08,18.73,14.14,8.76,5.113,2.908,1.635,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.489,0.4546,0.1945,0.02596,12.12,19.27,14.15,8.76,5.113,2.908,1.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.715,20.42,15.31,9.5,5.56,3.174,1.791,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4873,0.464,0.2029,0.01851,13.484,20.95,15.32,9.5,5.56,3.174,1.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.26,22.16,16.52,10.24,6.004,3.44,1.947,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4858,0.4739,0.2113,0.01107,14.93,22.69,16.52,10.24,6.004,3.44,1.947,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.0
2.727,23.94,17.73,10.99,6.453,3.703,2.104,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4841,0.4834,0.2196,0.00363,16.47,24.47,17.73,10.99,6.453,3.703,2.104,0.0,0.0,0.0,0.0,0.0,0.0,4e-07,1.0
1.782,23.83,16.9,10.08,5.7,3.152,1.727,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4827,0.493,0.228,0.003809,17.4,24.36,16.9,10.08,5.7,3.152,1.727,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-06,1.0
1.508,21.95,14.39,7.953,4.176,2.146,1.093,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.481,0.5024,0.2365,0.01125,17.69,22.48,14.4,7.953,4.176,2.146,1.093,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-06,1.0
1.293,20.14,12.2,6.246,3.041,1.451,0.6865,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4795,0.512,0.2449,0.01869,17.9,20.67,12.21,6.246,3.041,1.451,0.6865,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-06,1.0
1.139,18.4,10.31,4.887,2.205,0.976,0.4282,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4778,0.522,0.2532,0.02612,18.06,18.94,10.32,4.887,2.205,0.976,0.4282,0.0,0.0,0.0,0.0,0.0,6e-08,7e-06,1.0
0.383,18.05,9.664,4.387,1.901,0.8086,0.341,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4763,0.5312,0.2617,0.02643,18.81,18.58,9.67,4.387,1.901,0.8086,0.341,0.0,0.0,0.0,0.0,0.0,1e-07,1.544e-05,1.0
1.113,19.1,10.125,4.582,1.9795,0.84,0.3538,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.4746,0.541,0.27,0.019,20.31,19.62,10.13,4.582,1.9795,0.84,0.3538,0.0,0.0,0.0,0.0,0.0,4e-07,4.31e-05,1.0
2.664,20.14,10.58,4.76,2.05,0.8677,0.3645,0.0,0.0,6e-08,0.00391,0.728,4.824,6.37,0.473,0.551,0.2786,0.01155,21.86,20.67,10.586,4.76,2.05,0.8677,0.3645,0.0,0.0,0.0,0.0,0.0,1.3e-06,0.0001161,1.0
4.26,21.17,11.016,4.93,2.113,0.8916,0.3733,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4714,0.56,0.2869,0.00411,23.45,21.7,11.02,4.93,2.113,0.8916,0.3733,0.0,0.0,0.0,0.0,0.0,3.76e-06,0.0003026,1.0
5.09,20.73,10.34,4.45,1.836,0.7456,0.3008,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4697,0.57,0.2952,0.00333,24.28,21.27,10.35,4.45,1.836,0.7456,0.3008,0.0,0.0,0.0,0.0,0.0,8.5e-06,0.0006046,1.0
4.867,18.61,8.555,3.393,1.293,0.4849,0.1808,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4683,0.5796,0.3037,0.01077,24.06,19.14,8.56,3.393,1.293,0.4849,0.1808,0.0,0.0,0.0,0.0,6e-08,1.46e-05,0.0008783,1.0
4.586,16.64,7.047,2.578,0.906,0.3137,0.1079,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4666,0.589,0.312,0.0182,23.78,17.17,7.055,2.578,0.906,0.3137,0.1079,0.0,0.0,0.0,0.0,6e-08,2.42e-05,0.001239,1.0
4.25,14.836,5.79,1.95,0.632,0.2018,0.064,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.465,0.5986,0.3206,0.02565,23.44,15.37,5.797,1.95,0.632,0.2018,0.064,0.0,0.0,0.0,0.0,1e-07,3.89e-05,0.001698,1.0
4.586,14.06,5.203,1.663,0.5117,0.1554,0.0469,0.0,0.0,6e-08,0.00391,0.728,4.824,6.367,0.4634,0.6084,0.3289,0.02692,23.78,14.59,5.21,1.663,0.5117,0.1554,0.0469,0.0,0.0,0.0,0.0,3e-07,7.33e-05,0.002811,1.0
5.94,14.54,5.31,1.681,0.513,0.1545,0.0463,0.0,0.0,6e-08,0.00391,0.728,4.824,6.363,0.462,0.6177,0.3372,0.01947,25.14,15.08,5.316,1.681,0.513,0.1545,0.0463,0.0,0.0,0.0,0.0,7e-07,0.0001742,0.00615,1.0
